sp,step,count,score,phylodist
Marmosa murina,initial,2,0.004975124378109453,324.1576058193
Marmosa murina,initial,2,0.09090909090909091,324.1576058193
Marmosa robinsoni,initial,1,0.0024875621890547263,324.1576087133
Marmosa robinsoni,initial,1,0.06763285024154589,324.1576087133
Marmosops parvidens,initial,1,0.0024875621890547263,324.1576064619
Marmosops parvidens,initial,1,0.05929487179487179,324.1576064619
Marmota caudata,initial,1,0.0024875621890547263,136.8314980457
Marmota caudata,initial,1,0.04777070063694268,136.8314980457
Marmota flaviventris,initial,3,0.007462686567164179,136.83149780041
Marmota flaviventris,initial,3,0.1419457735247209,136.83149780041
Marmota monax,initial,6,0.01485148514851485,136.8314980447
Marmota monax,initial,6,0.23809523809523808,136.8314980447
Martes foina,initial,5,0.012376237623762377,144.2394174451
Martes foina,initial,5,0.11145996860282574,144.2394174451
Martes martes,initial,2,0.004962779156327543,144.2394174164
Martes martes,initial,2,0.05993690851735016,144.2394174164
Martes melampus,initial,1,0.0024875621890547263,144.2394177104
Martes melampus,initial,1,0.04777070063694268,144.2394177104
Martes pennanti,initial,3,0.007407407407407408,144.2394182413
Martes pennanti,initial,3,0.07413249211356467,144.2394182413
Mastomys coucha,initial,1,0.0024752475247524753,136.8315040954
Mastomys coucha,initial,1,0.08242612752721618,136.8315040954
Mastomys erythroleucus,initial,3,0.007425742574257425,136.8315046784
Mastomys erythroleucus,initial,3,0.12578616352201258,136.8315046784
Mastomys huberti,initial,2,0.004962779156327543,136.8315040662
Mastomys huberti,initial,2,0.08661417322834646,136.8315040662
Mastomys natalensis,initial,7,0.017114914425427872,136.8315046786
Mastomys natalensis,initial,7,0.239880059970015,136.8315046786
Mazama americana,initial,1,0.0024875621890547263,144.2393964156
Mazama americana,initial,1,0.03376205787781351,144.2393964156
Megadontomys nelsoni,initial,1,0.0024813895781637717,136.8315076782
Megadontomys nelsoni,initial,1,0.01129032258064516,136.8315076782
Melanomys caliginosus,initial,1,0.0024875621890547263,136.8315085161
Melanomys caliginosus,initial,1,0.06763285024154589,136.8315085161
Meles meles,initial,5,0.01240694789081886,144.2394186212
Meles meles,initial,5,0.13479623824451412,144.2394186212
Mellivora capensis,initial,1,0.0024813895781637717,144.2394197998
Mellivora capensis,initial,1,0.04777070063694268,144.2394197998
Melogale moschata,initial,3,0.007444168734491315,144.2394200392
Melogale moschata,initial,3,0.10029940119760479,144.2394200392
Mephitis macroura,initial,1,0.0024875621890547263,144.239419508
Mephitis macroura,initial,1,0.03376205787781351,144.239419508
Mephitis mephitis,initial,13,0.03209876543209877,144.239419508
Mephitis mephitis,initial,13,0.23733719247467439,144.239419508
Meriones crassus,initial,2,0.004975124378109453,136.83150747275
Meriones crassus,initial,2,0.13522012578616352,136.83150747275
Meriones hurrianae,initial,6,0.01488833746898263,136.8315084365
Meriones hurrianae,initial,6,0.2786377708978328,136.8315084365
Meriones libycus,initial,1,0.0024875621890547263,136.8315063945
Meriones libycus,initial,1,0.06951026856240126,136.8315063945
Meriones tamariscinus,initial,2,0.004975124378109453,136.83150758917
Meriones tamariscinus,initial,2,0.06070287539936102,136.83150758917
Mesocricetus auratus,initial,7,0.0170316301703163,136.831510625
Mesocricetus auratus,initial,7,0.2073732718894009,136.831510625
Mesomys hispidus,initial,1,0.0024875621890547263,136.831510317
Mesomys hispidus,initial,1,0.05929487179487179,136.831510317
Metachirus nudicaudatus,initial,3,0.007425742574257425,324.1576054918
Metachirus nudicaudatus,initial,3,0.07987220447284345,324.1576054918
Micaelamys namaquensis,initial,2,0.004975124378109453,
Micaelamys namaquensis,initial,2,0.13522012578616352,
Mico argentatus,initial,2,0.004975124378109453,59.678726701
Mico argentatus,initial,2,0.0673076923076923,59.678726701
Mico humeralifer,initial,1,0.0024875621890547263,59.6787265948
Mico humeralifer,initial,1,0.0688,59.6787265948
Mico leucippe,initial,2,0.004975124378109453,59.6787267713
Mico leucippe,initial,2,0.0673076923076923,59.6787267713
Micromys minutus,initial,3,0.007444168734491315,136.8315052295
Micromys minutus,initial,3,0.11809815950920245,136.8315052295
Micronycteris megalotis,initial,1,0.0024875621890547263,144.2393883013
Micronycteris megalotis,initial,1,0.03376205787781351,144.2393883013
Micropteropus pusillus,initial,2,0.004962779156327543,144.2394093111
Micropteropus pusillus,initial,2,0.08069620253164557,144.2394093111
Microtus agrestis,initial,9,0.022222222222222223,136.8315076828
Microtus agrestis,initial,9,0.1721194879089616,136.8315076828
Microtus arvalis,initial,9,0.022332506203473945,136.8315091572
Microtus arvalis,initial,9,0.18385650224215247,136.8315091572
Microtus californicus,initial,4,0.009900990099009901,136.8315070442
Microtus californicus,initial,4,0.15311004784688995,136.8315070442
Microtus fortis,initial,2,0.004962779156327543,136.8315082237
Microtus fortis,initial,2,0.09615384615384616,136.8315082237
Microtus gregalis,initial,4,0.009950248756218905,136.83150716752
Microtus gregalis,initial,4,0.13228346456692913,136.83150716752
Microtus guentheri,initial,1,0.0024875621890547263,136.8315076829
Microtus guentheri,initial,1,0.1045958795562599,136.8315076829
Microtus ilaeus,initial,1,0.0024875621890547263,136.8315089115
Microtus ilaeus,initial,1,0.06549520766773163,136.8315089115
Microtus levis,initial,2,0.004975124378109453,136.8315091572
Microtus levis,initial,2,0.052715654952076675,136.8315091572
Microtus maximowiczii,initial,1,0.0024813895781637717,136.8315077322
Microtus maximowiczii,initial,1,0.07188498402555911,136.8315077322
Microtus montanus,initial,2,0.004975124378109453,136.8315081744
Microtus montanus,initial,2,0.04669887278582931,136.8315081744
Microtus ochrogaster,initial,1,0.0024875621890547263,136.8315070442
Microtus ochrogaster,initial,1,0.012903225806451613,136.8315070442
Microtus oeconomus,initial,5,0.01240694789081886,136.8315071427
Microtus oeconomus,initial,5,0.20579268292682926,136.8315071427
Microtus pennsylvanicus,initial,6,0.01488833746898263,136.8315081744
Microtus pennsylvanicus,initial,6,0.16355140186915887,136.8315081744
Microtus socialis,initial,1,0.0024875621890547263,136.8315076835
Microtus socialis,initial,1,0.06951026856240126,136.8315076835
Microtus subterraneus,initial,2,0.004975124378109453,136.8315082729
Microtus subterraneus,initial,2,0.01935483870967742,136.8315082729
Millardia meltada,initial,2,0.004975124378109453,136.8315048248
Millardia meltada,initial,2,0.13132911392405064,136.8315048248
Miniopterus inflatus,initial,1,0.0024875621890547263,144.2394212229
Miniopterus inflatus,initial,1,0.004838709677419355,144.2394212229
Miniopterus schreibersii,initial,8,0.019464720194647202,144.2394182486
Miniopterus schreibersii,initial,8,0.3421875,144.2394182486
Miopithecus ogouensis,initial,1,0.0024813895781637717,42.58715757
Miopithecus ogouensis,initial,1,0.10063897763578275,42.58715757
Miopithecus talapoin,initial,4,0.009925558312655087,42.58715757
Miopithecus talapoin,initial,4,0.1464968152866242,42.58715757
Mirounga angustirostris,initial,1,0.0024875621890547263,144.2394203983
Mirounga angustirostris,initial,1,0.017741935483870968,144.2394203983
Molossops neglectus,initial,1,0.0024875621890547263,144.23942071466
Molossops neglectus,initial,1,0.03376205787781351,144.23942071466
Molossus molossus,initial,7,0.017412935323383085,144.23942071576
Molossus molossus,initial,7,0.14152410575427682,144.23942071576
Molossus rufus,initial,8,0.019851116625310174,144.239420819798
Molossus rufus,initial,8,0.14618973561430793,144.239420819798
Monodelphis domestica,initial,1,0.0024875621890547263,324.1576077533
Monodelphis domestica,initial,1,0.03376205787781351,324.1576077533
Mops condylurus,initial,5,0.012376237623762377,144.23942020906
Mops condylurus,initial,5,0.22308892355694226,144.23942020906
Mormoops megalophylla,initial,2,0.004962779156327543,144.239392878
Mormoops megalophylla,initial,2,0.04983922829581994,144.239392878
Mungos mungo,initial,2,0.004975124378109453,144.2394203903
Mungos mungo,initial,2,0.12087912087912088,144.2394203903
Muntiacus muntjak,initial,1,0.0024875621890547263,144.2393964157
Muntiacus muntjak,initial,1,0.019077901430842606,144.2393964157
Muntiacus reevesi,initial,1,0.0024691358024691358,144.2393967459
Muntiacus reevesi,initial,1,0.09175738724727839,144.2393967459
Murina aurata,initial,1,0.0024875621890547263,144.239423305
Murina aurata,initial,1,0.06389776357827476,144.239423305
Murina leucogaster,initial,1,0.0024813895781637717,144.2394221143
Murina leucogaster,initial,1,0.06379585326953748,144.2394221143
Mus booduga,initial,2,0.004975124378109453,136.8315033083
Mus booduga,initial,2,0.08716323296354993,136.8315033083
Mus cervicolor,initial,1,0.0024813895781637717,136.8315027246
Mus cervicolor,initial,1,0.05466237942122187,136.8315027246
Mus mattheyi,initial,1,0.0024875621890547263,136.8315035997
Mus mattheyi,initial,1,0.04807692307692308,136.8315035997
Mus musculoides,initial,1,0.0024875621890547263,136.8315038911
Mus musculoides,initial,1,0.028985507246376812,136.8315038911
Mus musculus,initial,44,0.10185185185185185,136.8315021411
Mus musculus,initial,44,0.3488372093023256,136.8315021411
Mus setulosus,initial,1,0.0024875621890547263,136.8315017632
Mus setulosus,initial,1,0.00967741935483871,136.8315017632
Mus spicilegus,initial,1,0.0024875621890547263,136.8315018494
Mus spicilegus,initial,1,0.01935483870967742,136.8315018494
Mus spretus,initial,2,0.004962779156327543,136.8315015586
Mus spretus,initial,2,0.07496012759170653,136.8315015586
Mustela erminea,initial,3,0.007407407407407408,144.2394189197
Mustela erminea,initial,3,0.09697933227344992,144.2394189197
Mustela frenata,initial,1,0.0024875621890547263,144.2394183304
Mustela frenata,initial,1,0.0272,144.2394183304
Mustela lutreola,initial,5,0.012254901960784314,144.2394189193
Mustela lutreola,initial,5,0.1203125,144.2394189193
Mustela nigripes,initial,2,0.004962779156327543,144.2394187719
Mustela nigripes,initial,2,0.08557844690966719,144.2394187719
Mustela nivalis,initial,1,0.0024875621890547263,144.2394186245
Mustela nivalis,initial,1,0.04777070063694268,144.2394186245
Mustela putorius,initial,5,0.012285012285012284,144.2394188899
Mustela putorius,initial,5,0.1465648854961832,144.2394188899
Mustela sibirica,initial,1,0.0024875621890547263,144.2394186246
Mustela sibirica,initial,1,0.04777070063694268,144.2394186246
Myocastor coypus,initial,4,0.009950248756218905,136.8315117898
Myocastor coypus,initial,4,0.16666666666666666,136.8315117898
Myodes gapperi,initial,5,0.012437810945273632,136.8315067011
Myodes gapperi,initial,5,0.11961722488038277,136.8315067011
Myodes glareolus,initial,18,0.04433497536945813,136.8315069467
Myodes glareolus,initial,18,0.2611111111111111,136.8315069467
Myodes regulus,initial,1,0.0024875621890547263,136.8315085932
Myodes regulus,initial,1,0.037096774193548385,136.8315085932
Myodes rufocanus,initial,3,0.007462686567164179,136.8315085932
Myodes rufocanus,initial,3,0.11926605504587157,136.8315085932
Myodes rutilus,initial,8,0.019851116625310174,136.8315064556
Myodes rutilus,initial,8,0.200920245398773,136.8315064556
Myonycteris torquata,initial,1,0.0024875621890547263,144.2394067036
Myonycteris torquata,initial,1,0.00967741935483871,144.2394067036
Myoprocta acouchy,initial,1,0.0024875621890547263,136.8315101042
Myoprocta acouchy,initial,1,0.0016129032258064516,136.8315101042
Myotis albescens,initial,1,0.0024875621890547263,144.23942099309
Myotis albescens,initial,1,0.03376205787781351,144.23942099309
Myotis austroriparius,initial,1,0.0024875621890547263,144.23942027939
Myotis austroriparius,initial,1,0.03376205787781351,144.23942027939
Myotis blythii,initial,2,0.0049504950495049506,144.2394203322
Myotis blythii,initial,2,0.11885895404120443,144.2394203322
Myotis californicus,initial,1,0.0024875621890547263,144.23942042
Myotis californicus,initial,1,0.03376205787781351,144.23942042
Myotis capaccinii,initial,1,0.0024875621890547263,144.23941985483
Myotis capaccinii,initial,1,0.00967741935483871,144.23941985483
Myotis chiloensis,initial,1,0.0024875621890547263,144.23942099309
Myotis chiloensis,initial,1,0.03376205787781351,144.23942099309
Myotis dasycneme,initial,2,0.004975124378109453,144.2394218182
Myotis dasycneme,initial,2,0.012903225806451613,144.2394218182
Myotis daubentonii,initial,4,0.009900990099009901,144.2394206277
Myotis daubentonii,initial,4,0.12400635930047695,144.2394206277
Myotis evotis,initial,1,0.0024875621890547263,144.2394206273
Myotis evotis,initial,1,0.03376205787781351,144.2394206273
Myotis grisescens,initial,1,0.0024875621890547263,144.23942027939
Myotis grisescens,initial,1,0.03376205787781351,144.23942027939
Myotis keenii,initial,3,0.007462686567164179,144.2394206273
Myotis keenii,initial,3,0.0995260663507109,144.2394206273
Myotis leibii,initial,1,0.0024875621890547263,144.23942042
Myotis leibii,initial,1,0.03376205787781351,144.23942042
Myotis levis,initial,1,0.0024875621890547263,144.2394200324
Myotis levis,initial,1,0.03376205787781351,144.2394200324
Myotis lucifugus,initial,5,0.012437810945273632,144.2394206279
Myotis lucifugus,initial,5,0.153125,144.2394206279
Myotis macrodactylus,initial,1,0.0024875621890547263,144.2394209252
Myotis macrodactylus,initial,1,0.0670926517571885,144.2394209252
Myotis myotis,initial,2,0.004962779156327543,144.2394203322
Myotis myotis,initial,2,0.024193548387096774,144.2394203322
Myotis mystacinus,initial,2,0.004962779156327543,144.239420623
Myotis mystacinus,initial,2,0.12030075187969924,144.239420623
Myotis nattereri,initial,2,0.004962779156327543,144.2394200335
Myotis nattereri,initial,2,0.014516129032258065,144.2394200335
Myotis nigricans,initial,3,0.007462686567164179,144.2394200324
Myotis nigricans,initial,3,0.13137557959814528,144.2394200324
Myotis pilosus,initial,1,0.0024875621890547263,144.2394212229
Myotis pilosus,initial,1,0.051364365971107544,144.2394212229
Myotis ricketti,initial,4,0.009852216748768473,
Myotis ricketti,initial,4,0.20562130177514792,
Myotis riparius,initial,1,0.0024875621890547263,144.2394203294
Myotis riparius,initial,1,0.03376205787781351,144.2394203294
Myotis septentrionalis,initial,4,0.009950248756218905,144.2394204195
Myotis septentrionalis,initial,4,0.13777089783281735,144.2394204195
Myotis thysanodes,initial,1,0.0024875621890547263,144.2394191409
Myotis thysanodes,initial,1,0.03376205787781351,144.2394191409
Myotis velifer,initial,1,0.0024875621890547263,144.23942027899
Myotis velifer,initial,1,0.03376205787781351,144.23942027899
Myotis volans,initial,1,0.0024875621890547263,144.2394192299
Myotis volans,initial,1,0.03376205787781351,144.2394192299
Myotis yumanensis,initial,1,0.0024813895781637717,144.23941998149
Myotis yumanensis,initial,1,0.033707865168539325,144.23941998149
Myrmecophaga tridactyla,initial,4,0.009950248756218905,151.456975445
Myrmecophaga tridactyla,initial,4,0.18856259659969088,151.456975445
Nanger granti,initial,2,0.004901960784313725,144.23939812911
Nanger granti,initial,2,0.09037037037037036,144.23939812911
Napaeozapus insignis,initial,1,0.0024875621890547263,136.831504936
Napaeozapus insignis,initial,1,0.0272,136.831504936
Nasua narica,initial,2,0.004975124378109453,144.2394206875
Nasua narica,initial,2,0.06687898089171974,144.2394206875
Nasua nasua,initial,5,0.01240694789081886,144.2394209822
Nasua nasua,initial,5,0.13564668769716087,144.2394209822
Natalus stramineus,initial,1,0.0024875621890547263,144.23941890716
Natalus stramineus,initial,1,0.05929487179487179,144.23941890716
Natalus tumidirostris,initial,4,0.009925558312655087,144.23941890716
Natalus tumidirostris,initial,4,0.10485133020344288,144.23941890716
Neacomys spinosus,initial,1,0.0024813895781637717,136.8315084183
Neacomys spinosus,initial,1,0.01935483870967742,136.8315084183
Necromys benefactus,initial,1,0.0024813895781637717,136.83150635377
Necromys benefactus,initial,1,0.037096774193548385,136.83150635377
Necromys lasiurus,initial,2,0.004962779156327543,136.83150684467
Necromys lasiurus,initial,2,0.04516129032258064,136.83150684467
Necromys obscurus,initial,2,0.004962779156327543,136.83150635277
Necromys obscurus,initial,2,0.0738362760834671,136.83150635277
Nectomys squamipes,initial,9,0.022277227722772276,136.831507681
Nectomys squamipes,initial,9,0.22840409956076135,136.831507681
Neofelis nebulosa,initial,3,0.007425742574257425,144.239422456
Neofelis nebulosa,initial,3,0.15701219512195122,144.239422456
Neomonachus schauinslandi,initial,3,0.007444168734491315,144.2394201034
Neomonachus schauinslandi,initial,3,0.06280193236714976,144.2394201034
Neotamias amoenus,initial,4,0.009950248756218905,
Neotamias amoenus,initial,4,0.1769352290679305,
Neotamias minimus,initial,3,0.007462686567164179,
Neotamias minimus,initial,3,0.07987220447284345,
Neotamias quadrivittatus,initial,1,0.0024875621890547263,
Neotamias quadrivittatus,initial,1,0.02254428341384863,
Neotamias umbrinus,initial,1,0.0024875621890547263,
Neotamias umbrinus,initial,1,0.02254428341384863,
Neotoma albigula,initial,2,0.004975124378109453,136.83151020747
Neotoma albigula,initial,2,0.0878594249201278,136.83151020747
Neotoma cinerea,initial,3,0.007462686567164179,136.83150946927
Neotoma cinerea,initial,3,0.07234726688102894,136.83150946927
Neotoma floridana,initial,1,0.0024875621890547263,136.83150946927
Neotoma floridana,initial,1,0.03376205787781351,136.83150946927
Neotoma fuscipes,initial,3,0.007462686567164179,136.8315081684
Neotoma fuscipes,initial,3,0.11942675159235669,136.8315081684
Neotoma lepida,initial,2,0.004975124378109453,136.83150892907
Neotoma lepida,initial,2,0.017741935483870968,136.83150892907
Neotoma leucodon,initial,1,0.0024875621890547263,136.83151018318
Neotoma leucodon,initial,1,0.016129032258064516,136.83151018318
Neotoma mexicana,initial,4,0.009925558312655087,136.83150799627
Neotoma mexicana,initial,4,0.1410459587955626,136.83150799627
Neotoma micropus,initial,2,0.004975124378109453,136.83150922487
Neotoma micropus,initial,2,0.0878594249201278,136.83150922487
Neotoma stephensi,initial,1,0.0024875621890547263,136.83150799627
Neotoma stephensi,initial,1,0.0016129032258064516,136.83150799627
Neovison vison,initial,8,0.019464720194647202,144.2394183294
Neovison vison,initial,8,0.2132564841498559,144.2394183294
Nephelomys albigularis,initial,2,0.004975124378109453,136.8315091558
Nephelomys albigularis,initial,2,0.0032258064516129032,136.8315091558
Niviventer confucianus,initial,1,0.0024875621890547263,136.8315022282
Niviventer confucianus,initial,1,0.03864734299516908,136.8315022282
Nomascus concolor,initial,1,0.0024875621890547263,23.9717700787
Nomascus concolor,initial,1,0.0016129032258064516,23.9717700787
Nomascus gabriellae,initial,1,0.0024875621890547263,23.9717700437
Nomascus gabriellae,initial,1,0.01288244766505636,23.9717700437
Nomascus leucogenys,initial,4,0.009950248756218905,23.9717701499
Nomascus leucogenys,initial,4,0.13258785942492013,23.9717701499
Nyctalus noctula,initial,7,0.017326732673267328,144.23942027162
Nyctalus noctula,initial,7,0.2204968944099379,144.23942027162
Nyctereutes procyonoides,initial,6,0.01485148514851485,144.2394192148
Nyctereutes procyonoides,initial,6,0.18676470588235294,144.2394192148
Nycteris gambiensis,initial,1,0.0024752475247524753,144.2394160355
Nycteris gambiensis,initial,1,0.040257648953301126,144.2394160355
Nycteris nana,initial,1,0.0024875621890547263,144.2394173793
Nycteris nana,initial,1,0.01129032258064516,144.2394173793
Nycteris thebaica,initial,1,0.0024875621890547263,144.2394158113
Nycteris thebaica,initial,1,0.0032258064516129032,144.2394158113
Nycticebus coucang,initial,1,0.0024875621890547263,128.3285329986
Nycticebus coucang,initial,1,0.0032258064516129032,128.3285329986
Nycticeius humeralis,initial,1,0.0024875621890547263,144.2394197402
Nycticeius humeralis,initial,1,0.03376205787781351,144.2394197402
Nyctinomops laticaudatus,initial,1,0.0024875621890547263,144.23941997106
Nyctinomops laticaudatus,initial,1,0.03376205787781351,144.23941997106
Nyctinomops macrotis,initial,1,0.0024875621890547263,144.23942116076
Nyctinomops macrotis,initial,1,0.03376205787781351,144.23942116076
Ochotona curzoniae,initial,1,0.0024875621890547263,136.831510007
Ochotona curzoniae,initial,1,0.06814580031695722,136.831510007
Odobenus rosmarus,initial,3,0.007352941176470588,144.239419514
Odobenus rosmarus,initial,3,0.16248153618906944,144.239419514
Odocoileus hemionus,initial,10,0.02403846153846154,144.2393966131
Odocoileus hemionus,initial,10,0.21536144578313254,144.2393966131
Odocoileus virginianus,initial,13,0.03140096618357488,144.2393966131
Odocoileus virginianus,initial,13,0.19285714285714287,144.2393966131
Oecomys bicolor,initial,1,0.0024813895781637717,136.83151053
Oecomys bicolor,initial,1,0.0032258064516129032,136.83151053
Okapia johnstoni,initial,2,0.004975124378109453,144.239400897
Okapia johnstoni,initial,2,0.11335403726708075,144.239400897
Oligoryzomys chacoensis,initial,1,0.0024875621890547263,136.8315096465
Oligoryzomys chacoensis,initial,1,0.00967741935483871,136.8315096465
Oligoryzomys flavescens,initial,3,0.007462686567164179,136.8315101385
Oligoryzomys flavescens,initial,3,0.08507223113964688,136.8315101385
Oligoryzomys fornesi,initial,3,0.007462686567164179,136.8315096462
Oligoryzomys fornesi,initial,3,0.03225806451612903,136.8315096462
Oligoryzomys fulvescens,initial,3,0.007462686567164179,136.8315089096
Oligoryzomys fulvescens,initial,3,0.0467741935483871,136.8315089096
Oligoryzomys longicaudatus,initial,2,0.004975124378109453,136.8315096468
Oligoryzomys longicaudatus,initial,2,0.02258064516129032,136.8315096468
Oligoryzomys microtis,initial,2,0.004962779156327543,136.8315101385
Oligoryzomys microtis,initial,2,0.004838709677419355,136.8315101385
Oligoryzomys nigripes,initial,5,0.012437810945273632,136.8315096469
Oligoryzomys nigripes,initial,5,0.16455696202531644,136.8315096469
Ondatra zibethicus,initial,3,0.007462686567164179,136.8315089109
Ondatra zibethicus,initial,3,0.0873015873015873,136.8315089109
Onychogalea unguifera,initial,1,0.0024875621890547263,324.1576196515
Onychogalea unguifera,initial,1,0.05787781350482315,324.1576196515
Onychomys leucogaster,initial,1,0.0024875621890547263,136.8315069421
Onychomys leucogaster,initial,1,0.0064516129032258064,136.8315069421
Onychomys torridus,initial,2,0.004975124378109453,136.8315089069
Onychomys torridus,initial,2,0.07062600321027288,136.8315089069
Orcinus orca,initial,2,0.004975124378109453,144.2393979317
Orcinus orca,initial,2,0.14576802507836992,144.2393979317
Oreamnos americanus,initial,2,0.004901960784313725,144.23939829481
Oreamnos americanus,initial,2,0.16104294478527606,144.23939829481
Oryctolagus cuniculus,initial,13,0.031476997578692496,136.8315267396
Oryctolagus cuniculus,initial,13,0.31179775280898875,136.8315267396
Oryx gazella,initial,2,0.004889975550122249,144.23939878901
Oryx gazella,initial,2,0.07882534775888717,144.23939878901
Oryx leucoryx,initial,1,0.0024390243902439024,144.23939855811
Oryx leucoryx,initial,1,0.08850931677018634,144.23939855811
Oryzomys couesi,initial,1,0.0024813895781637717,136.8315099419
Oryzomys couesi,initial,1,0.01129032258064516,136.8315099419
Oryzomys palustris,initial,7,0.017369727047146403,136.8315092286
Oryzomys palustris,initial,7,0.2006220839813375,136.8315092286
Otocolobus manul,initial,1,0.0024813895781637717,144.2394235472
Otocolobus manul,initial,1,0.052715654952076675,144.2394235472
Otocyon megalotis,initial,2,0.004962779156327543,144.2394192148
Otocyon megalotis,initial,2,0.05993690851735016,144.2394192148
Otolemur crassicaudatus,initial,1,0.0024875621890547263,128.328535125
Otolemur crassicaudatus,initial,1,0.05929487179487179,128.328535125
Otomops martiensseni,initial,1,0.0024875621890547263,144.23942065576
Otomops martiensseni,initial,1,0.00967741935483871,144.23942065576
Otomys tropicalis,initial,1,0.0024752475247524753,136.831505013765
Otomys tropicalis,initial,1,0.05714285714285714,136.831505013765
Otospermophilus beecheyi,initial,4,0.009900990099009901,136.8314985901
Otospermophilus beecheyi,initial,4,0.18341307814992025,136.8314985901
Otospermophilus variegatus,initial,1,0.0024875621890547263,136.8314983177
Otospermophilus variegatus,initial,1,0.03376205787781351,136.8314983177
Ovibos moschatus,initial,2,0.0049382716049382715,144.23939694431
Ovibos moschatus,initial,2,0.12,144.23939694431
Ovis ammon,initial,1,0.0024875621890547263,144.23939859221
Ovis ammon,initial,1,0.0656,144.23939859221
Ovis aries,initial,45,0.10227272727272728,144.23939859201
Ovis aries,initial,45,0.3134978229317852,144.23939859201
Ovis canadensis,initial,4,0.009708737864077669,144.23939859211
Ovis canadensis,initial,4,0.15877862595419848,144.23939859211
Ovis dalli,initial,4,0.009900990099009901,144.23939859211
Ovis dalli,initial,4,0.16149068322981366,144.23939859211
Oxymycterus nasutus,initial,1,0.0024875621890547263,136.8315082208
Oxymycterus nasutus,initial,1,0.00967741935483871,136.8315082208
Oxymycterus quaestor,initial,1,0.0024875621890547263,136.83150819639
Oxymycterus quaestor,initial,1,0.00967741935483871,136.83150819639
Oxymycterus rufus,initial,1,0.0024875621890547263,136.8315083196
Oxymycterus rufus,initial,1,0.0016129032258064516,136.8315083196
Pagophilus groenlandicus,initial,2,0.0049382716049382715,144.2394199851
Pagophilus groenlandicus,initial,2,0.13343799058084774,144.2394199851
Paguma larvata,initial,4,0.009925558312655087,144.2394200959
Paguma larvata,initial,4,0.14918759231905465,144.2394200959
Pan paniscus,initial,11,0.02736318407960199,8.0032936561
Pan paniscus,initial,11,0.24761904761904763,8.0032936561
Pan troglodytes,initial,48,0.11678832116788321,8.0032936561
Pan troglodytes,initial,48,0.6244541484716157,8.0032936561
Panthera leo,initial,8,0.01937046004842615,144.2394224564
Panthera leo,initial,8,0.24705882352941178,144.2394224564
Panthera onca,initial,1,0.0024875621890547263,144.2394224566
Panthera onca,initial,1,0.04777070063694268,144.2394224566
Panthera pardus,initial,4,0.009876543209876543,144.2394224564
Panthera pardus,initial,4,0.130298273155416,144.2394224564
Panthera tigris,initial,7,0.01715686274509804,144.239422456
Panthera tigris,initial,7,0.22604790419161677,144.239422456
Panthera uncia,initial,2,0.0049382716049382715,144.2394224564
Panthera uncia,initial,2,0.13384615384615384,144.2394224564
Papio anubis,initial,8,0.019704433497536946,42.5871558
Papio anubis,initial,8,0.20662460567823343,42.5871558
Papio cynocephalus,initial,13,0.03201970443349754,42.5871558001
Papio cynocephalus,initial,13,0.22650231124807396,42.5871558001
Papio hamadryas,initial,11,0.02702702702702703,42.5871555876
Papio hamadryas,initial,11,0.1971608832807571,42.5871555876
Papio papio,initial,8,0.019851116625310174,42.5871558
Papio papio,initial,8,0.17647058823529413,42.5871558
Papio ursinus,initial,12,0.029484029484029485,42.5871558001
Papio ursinus,initial,12,0.19405320813771518,42.5871558001
Paradoxurus hermaphroditus,initial,1,0.0024813895781637717,144.2394189159
Paradoxurus hermaphroditus,initial,1,0.061611374407582936,144.2394189159
Paradoxurus zeylonensis,initial,1,0.0024875621890547263,144.2394192105
Paradoxurus zeylonensis,initial,1,0.03376205787781351,144.2394192105
Parastrellus hesperus,initial,1,0.0024875621890547263,144.2394209272
Parastrellus hesperus,initial,1,0.03376205787781351,144.2394209272
Pecari tajacu,initial,6,0.014925373134328358,144.239398264
Pecari tajacu,initial,6,0.14605067064083457,144.239398264
Pedetes capensis,initial,1,0.0024875621890547263,136.831499257
Pedetes capensis,initial,1,0.1109350237717908,136.831499257
Perameles gunnii,initial,1,0.0024875621890547263,324.1576199714
Perameles gunnii,initial,1,0.05787781350482315,324.1576199714
Perameles nasuta,initial,1,0.0024813895781637717,324.1576199714
Perameles nasuta,initial,1,0.07974481658692185,324.1576199714
Perimyotis subflavus,initial,1,0.0024875621890547263,
Perimyotis subflavus,initial,1,0.03376205787781351,
Perodicticus potto,initial,1,0.0024875621890547263,128.328534411
Perodicticus potto,initial,1,0.1045958795562599,128.328534411
Perognathus parvus,initial,1,0.0024875621890547263,136.8315286972
Perognathus parvus,initial,1,0.02254428341384863,136.8315286972
Peromyscus attwateri,initial,1,0.0024875621890547263,136.8315079249
Peromyscus attwateri,initial,1,0.0064516129032258064,136.8315079249
Peromyscus beatae,initial,1,0.0024875621890547263,136.8315085387
Peromyscus beatae,initial,1,0.012903225806451613,136.8315085387
Peromyscus boylii,initial,4,0.009950248756218905,136.8315080717
Peromyscus boylii,initial,4,0.11004784688995216,136.8315080717
Peromyscus californicus,initial,2,0.0049504950495049506,136.8315069419
Peromyscus californicus,initial,2,0.05787781350482315,136.8315069419
Peromyscus crinitus,initial,2,0.004962779156327543,136.8315079244
Peromyscus crinitus,initial,2,0.014516129032258065,136.8315079244
Peromyscus difficilis,initial,2,0.004975124378109453,136.8315079244
