sp,step,count,score,phylodist
Anoura caudifer,imputed,21,0.0024875621890547263,144.2393900877
Anoura caudifer,imputed,21,0.03376205787781351,144.2393900877
Anoura geoffroyi,imputed,109,0.019851116625310174,144.2393913667
Anoura geoffroyi,imputed,109,0.17004680187207488,144.2393913667
Antidorcas marsupialis,imputed,85,0.007352941176470588,144.23939812911
Antidorcas marsupialis,imputed,85,0.13137557959814528,144.23939812911
Antilocapra americana,imputed,91,0.009779951100244499,144.239397607
Antilocapra americana,imputed,91,0.14,144.239397607
Antilope cervicapra,imputed,30,0.0024691358024691358,144.23939714101
Antilope cervicapra,imputed,30,0.04665629860031104,144.23939714101
Antrozous pallidus,imputed,21,0.0024875621890547263,144.2394206292
Antrozous pallidus,imputed,21,0.03376205787781351,144.2394206292
Aotus azarae,imputed,16,0.0024875621890547263,59.67872705571
Aotus azarae,imputed,16,0.02576489533011272,59.67872705571
Aotus trivirgatus,imputed,194,0.024630541871921183,59.67872698421
Aotus trivirgatus,imputed,194,0.2869822485207101,59.67872698421
Apodemus agrarius,imputed,272,0.027227722772277228,136.8315037749
Apodemus agrarius,imputed,272,0.40902255639097745,136.8315037749
Apodemus argenteus,imputed,1,0.0024875621890547263,136.8315026676
Apodemus argenteus,imputed,1,0.0016129032258064516,136.8315026676
Apodemus flavicollis,imputed,97,0.019753086419753086,136.8315041256
Apodemus flavicollis,imputed,97,0.14652567975830816,136.8315041256
Apodemus mystacinus,imputed,30,0.0024875621890547263,136.8315049976
Apodemus mystacinus,imputed,30,0.04807692307692308,136.8315049976
Apodemus pallipes,imputed,41,0.0024875621890547263,136.8315038339
Apodemus pallipes,imputed,41,0.06549520766773163,136.8315038339
Apodemus peninsulae,imputed,24,0.0024875621890547263,136.8315049459
Apodemus peninsulae,imputed,24,0.03864734299516908,136.8315049459
Apodemus ponticus,imputed,17,0.0024875621890547263,136.8315041256
Apodemus ponticus,imputed,17,0.027419354838709678,136.8315041256
Apodemus speciosus,imputed,47,0.004975124378109453,136.8315034819
Apodemus speciosus,imputed,47,0.0752,136.8315034819
Apodemus sylvaticus,imputed,146,0.038929440389294405,136.8315038339
Apodemus sylvaticus,imputed,146,0.20305980528511822,136.8315038339
Apodemus uralensis,imputed,7,0.0024875621890547263,136.8315039798
Apodemus uralensis,imputed,7,0.01129032258064516,136.8315039798
Arctocephalus australis,imputed,55,0.004962779156327543,144.23941963137
Arctocephalus australis,imputed,55,0.08716323296354993,144.23941963137
Arctocephalus forsteri,imputed,9,0.014469453376205787,144.23941963138
Arctocephalus galapagoensis,imputed,18,0.0024875621890547263,144.23941963137
Arctocephalus galapagoensis,imputed,18,0.028985507246376812,144.23941963137
Artibeus fimbriatus,imputed,21,0.0024875621890547263,144.2393903491
Artibeus fimbriatus,imputed,21,0.03376205787781351,144.2393903491
Artibeus jamaicensis,imputed,135,0.03217821782178218,144.2393887497
Artibeus jamaicensis,imputed,135,0.19708029197080293,144.2393887497
Artibeus lituratus,imputed,161,0.039603960396039604,144.2393903489
Artibeus lituratus,imputed,161,0.24617737003058104,144.2393903489
Artibeus planirostris,imputed,21,0.0024875621890547263,144.2393901889
Artibeus planirostris,imputed,21,0.03376205787781351,144.2393901889
Arvicanthis neumanni,imputed,2,0.0032258064516129032,136.8315057584
Arvicanthis niloticus,imputed,161,0.014705882352941176,136.83150491235
Arvicanthis niloticus,imputed,161,0.24807395993836673,136.83150491235
Arvicola amphibius,imputed,15,0.004975124378109453,136.83150716798
Arvicola amphibius,imputed,15,0.024193548387096774,136.83150716798
Arvicola scherman,imputed,67,0.004975124378109453,136.83150716798
Arvicola scherman,imputed,67,0.10323574730354391,136.83150716798
Atelerix albiventris,imputed,146,0.014925373134328358,144.2394033632
Atelerix albiventris,imputed,146,0.22635658914728682,144.2394033632
Ateles fusciceps,imputed,11,0.0024875621890547263,59.6787281886
Ateles fusciceps,imputed,11,0.017741935483870968,59.6787281886
Ateles geoffroyi,imputed,38,0.0024752475247524753,59.6787281886
Ateles geoffroyi,imputed,38,0.06070287539936102,59.6787281886
Ateles paniscus,imputed,72,0.007425742574257425,59.6787281885
Ateles paniscus,imputed,72,0.11446740858505565,59.6787281885
Atherurus africanus,imputed,22,0.0024875621890547263,136.8315105835
Atherurus africanus,imputed,22,0.03536977491961415,136.8315105835
Atilax paludinosus,imputed,31,0.0024813895781637717,144.2394209811
Atilax paludinosus,imputed,31,0.049679487179487176,144.2394209811
Axis axis,imputed,67,0.0024449877750611247,144.2393962843
Axis axis,imputed,67,0.09882005899705015,144.2393962843
Axis porcinus,imputed,38,0.059375,144.239396284
Babyrousa babyrussa,imputed,79,0.0024813895781637717,144.2393977041
Babyrousa babyrussa,imputed,79,0.12401883830455258,144.2393977041
Baiomys taylori,imputed,85,0.007444168734491315,136.8315113649
Baiomys taylori,imputed,85,0.1282051282051282,136.8315113649
Balaena mysticetus,imputed,11,0.0024875621890547263,144.2393983274
Balaena mysticetus,imputed,11,0.017741935483870968,144.2393983274
Balaenoptera acutorostrata,imputed,50,0.0024813895781637717,144.239397273
Balaenoptera acutorostrata,imputed,50,0.07923930269413629,144.239397273
Balaenoptera borealis,imputed,11,0.0024875621890547263,144.23939822854
Balaenoptera borealis,imputed,11,0.017741935483870968,144.23939822854
Balaenoptera physalus,imputed,22,0.0024813895781637717,144.23939819624
Balaenoptera physalus,imputed,22,0.035256410256410256,144.23939819624
Bandicota bengalensis,imputed,72,0.004975124378109453,136.8315026068
Bandicota bengalensis,imputed,72,0.11483253588516747,136.8315026068
Bandicota indica,imputed,91,0.009876543209876543,136.83150432692
Bandicota indica,imputed,91,0.13957055214723926,136.83150432692
Bandicota savilei,imputed,22,0.004975124378109453,136.83150251925
Bandicota savilei,imputed,22,0.035483870967741936,136.83150251925
Barbastella barbastellus,imputed,59,0.004975124378109453,144.2394218182
Barbastella barbastellus,imputed,59,0.09379968203497616,144.2394218182
Bassaricyon gabbii,imputed,38,0.0024875621890547263,144.2394203928
Bassaricyon gabbii,imputed,38,0.06070287539936102,144.2394203928
Bassariscus astutus,imputed,30,0.0024813895781637717,144.2394189192
Bassariscus astutus,imputed,30,0.04777070063694268,144.2394189192
Beatragus hunteri,imputed,21,0.032915360501567396,144.23939658141
Bettongia gaimardi,imputed,35,0.0024875621890547263,324.15762319
Bettongia gaimardi,imputed,35,0.05627009646302251,324.15762319
Bibimys chacoensis,imputed,6,0.0024875621890547263,136.8315081726
Bibimys chacoensis,imputed,6,0.00967741935483871,136.8315081726
Bison bison,imputed,150,0.019417475728155338,144.2393987557
Bison bison,imputed,150,0.22624434389140272,144.2393987557
Bison bonasus,imputed,58,0.0024449877750611247,144.2393985581
Bison bonasus,imputed,58,0.08868501529051988,144.2393985581
Blastocerus dichotomus,imputed,45,0.004962779156327543,144.2393957245
Blastocerus dichotomus,imputed,45,0.0703125,144.2393957245
Bos frontalis,imputed,78,0.004914004914004914,144.2393985576
Bos frontalis,imputed,78,0.11403508771929824,144.2393985576
Bos grunniens,imputed,110,0.007263922518159807,144.239398756
Bos grunniens,imputed,110,0.16467065868263472,144.239398756
Bos javanicus,imputed,53,0.08229813664596274,144.2393985576
Bos mutus,imputed,33,0.0024691358024691358,144.239398756
Bos mutus,imputed,33,0.05172413793103448,144.239398756
Bos taurus,imputed,261,0.15778251599147122,144.23939852457
Bos taurus,imputed,261,0.3551020408163265,144.23939852457
Bos taurus indicus,imputed,18,0.0024813895781637717,
Bos taurus indicus,imputed,18,0.028481012658227847,
Bos taurus primigenius,imputed,21,0.0024875621890547263,
Bos taurus primigenius,imputed,21,0.03376205787781351,
Boselaphus tragocamelus,imputed,56,0.0049382716049382715,144.2393982609
Boselaphus tragocamelus,imputed,56,0.0873634945397816,144.2393982609
Brachyteles arachnoides,imputed,4,0.0024875621890547263,59.6787267726
Brachyteles arachnoides,imputed,4,0.00644122383252818,59.6787267726
Bradypus tridactylus,imputed,80,0.012437810945273632,151.4569770879
Bradypus tridactylus,imputed,80,0.1271860095389507,151.4569770879
Bradypus variegatus,imputed,95,0.009950248756218905,151.4569770879
Bradypus variegatus,imputed,95,0.151033386327504,151.4569770879
Bubalus bubalis,imputed,221,0.04739336492890995,
Bubalus bubalis,imputed,221,0.3060941828254848,
Bubalus carabanensis,imputed,18,0.028481012658227847,
Budorcas taxicolor,imputed,25,0.0024875621890547263,144.23939826171
Budorcas taxicolor,imputed,25,0.03987240829346093,144.23939826171
Cabassous centralis,imputed,38,0.0024875621890547263,151.45697255
Cabassous centralis,imputed,38,0.06070287539936102,151.45697255
Cacajao calvus,imputed,43,0.0024875621890547263,59.678725356
Cacajao calvus,imputed,43,0.0688,59.678725356
Cacajao melanocephalus,imputed,43,0.0024875621890547263,59.6787253565
Cacajao melanocephalus,imputed,43,0.0688,59.6787253565
Callimico goeldii,imputed,30,0.0024875621890547263,59.6787260632
Callimico goeldii,imputed,30,0.04807692307692308,59.6787260632
Callithrix geoffroyi,imputed,66,0.004975124378109453,59.6787264172
Callithrix geoffroyi,imputed,66,0.10426540284360189,59.6787264172
Callithrix jacchus,imputed,172,0.03209876543209877,59.6787264172
Callithrix jacchus,imputed,172,0.2555720653789004,59.6787264172
Callithrix penicillata,imputed,52,0.007462686567164179,59.6787265946
Callithrix penicillata,imputed,52,0.0832,59.6787265946
Callorhinus ursinus,imputed,80,0.007425742574257425,144.239419514
Callorhinus ursinus,imputed,80,0.12558869701726844,144.239419514
Callospermophilus lateralis,imputed,124,0.012437810945273632,136.8314983167
Callospermophilus lateralis,imputed,124,0.19589257503949448,136.8314983167
Calomys callidus,imputed,1,0.0024875621890547263,136.8315090307
Calomys callidus,imputed,1,0.0016129032258064516,136.8315090307
Calomys callosus,imputed,39,0.009925558312655087,136.8315094001
Calomys callosus,imputed,39,0.06280193236714976,136.8315094001
Calomys laucha,imputed,2,0.004975124378109453,136.8315086626
Calomys laucha,imputed,2,0.0032258064516129032,136.8315086626
Calomys musculinus,imputed,52,0.004962779156327543,136.8315090307
Calomys musculinus,imputed,52,0.0832,136.8315090307
Calomys tener,imputed,6,0.0024875621890547263,136.8315086636
Calomys tener,imputed,6,0.00967741935483871,136.8315086636
Caluromys derbianus,imputed,70,0.004975124378109453,324.1576051752
Caluromys derbianus,imputed,70,0.11146496815286625,324.1576051752
Caluromys philander,imputed,102,0.01240694789081886,324.157602602
Caluromys philander,imputed,102,0.15912636505460218,324.157602602
Camelus bactrianus,imputed,127,0.01485148514851485,144.2393824529
Camelus bactrianus,imputed,127,0.19538461538461538,144.2393824529
Camelus dromedarius,imputed,208,0.043373493975903614,144.239382453
Camelus dromedarius,imputed,208,0.30101302460202606,144.239382453
Canis adustus,imputed,63,0.007389162561576354,144.239419665127
Canis adustus,imputed,63,0.09722222222222222,144.239419665127
Canis aureus,imputed,54,0.007425742574257425,144.239419576927
Canis aureus,imputed,54,0.08359133126934984,144.239419576927
Canis latrans,imputed,141,0.02702702702702703,144.239419547327
Canis latrans,imputed,141,0.2146118721461187,144.239419547327
Canis lupus,imputed,189,0.03640776699029126,144.239419871627
Canis lupus,imputed,189,0.2654494382022472,144.239419871627
Canis lupus familiaris,imputed,311,0.0819277108433735,
Canis lupus familiaris,imputed,311,0.4152202937249666,
Canis mesomelas,imputed,67,0.007371007371007371,144.239420549327
Canis mesomelas,imputed,67,0.10291858678955453,144.239420549327
Canis simensis,imputed,43,0.0049504950495049506,144.239418368327
Canis simensis,imputed,43,0.06761006289308176,144.239418368327
Capra aegagrus,imputed,29,0.0024752475247524753,144.23939852592
Capra aegagrus,imputed,29,0.04552590266875981,144.23939852592
Capra caucasica,imputed,25,0.0024875621890547263,144.23939826231
Capra caucasica,imputed,25,0.03987240829346093,144.23939826231
Capra hircus,imputed,201,0.09490740740740741,144.23939852592
Capra hircus,imputed,201,0.29004329004329005,144.23939852592
Capra ibex,imputed,65,0.1,144.23939826201
Capra nubiana,imputed,21,0.032915360501567396,144.23939826231
Capra pyrenaica,imputed,21,0.032915360501567396,144.23939826201
Capreolus capreolus,imputed,147,0.023809523809523808,144.239396285
Capreolus capreolus,imputed,147,0.2136627906976744,144.239396285
Capricornis crispus,imputed,43,0.004962779156327543,144.23939826171
Capricornis crispus,imputed,43,0.0671875,144.23939826171
Capricornis sumatraensis,imputed,18,0.028481012658227847,144.23939793201
Caracal caracal,imputed,54,0.002457002457002457,144.2394226629
Caracal caracal,imputed,54,0.08490566037735849,144.2394226629
Carollia brevicauda,imputed,81,0.007462686567164179,144.2393899991
Carollia brevicauda,imputed,81,0.12577639751552794,144.2393899991
Carollia perspicillata,imputed,137,0.034739454094292806,144.2393899991
Carollia perspicillata,imputed,137,0.20980091883614088,144.2393899991
Carollia subrufa,imputed,42,0.0024875621890547263,144.23938968
Carollia subrufa,imputed,42,0.06763285024154589,144.23938968
Castor canadensis,imputed,59,0.004962779156327543,136.831520235
Castor canadensis,imputed,59,0.09305993690851735,136.831520235
Castor fiber,imputed,44,0.0024875621890547263,136.831520235
Castor fiber,imputed,44,0.06951026856240126,136.831520235
Cavia porcellus,imputed,132,0.01707317073170732,136.83151000402
Cavia porcellus,imputed,132,0.19213973799126638,136.83151000402
Cebuella pygmaea,imputed,58,0.004975124378109453,59.6787268429
Cebuella pygmaea,imputed,58,0.09119496855345911,59.6787268429
Cebus capucinus,imputed,38,0.0024875621890547263,59.67872741001
Cebus capucinus,imputed,38,0.06070287539936102,59.67872741001
Cebus olivaceus,imputed,2,0.0024875621890547263,59.67872776371
Cebus olivaceus,imputed,2,0.0032258064516129032,59.67872776371
Cephalophus callipygus,imputed,6,0.0024875621890547263,144.23939770221
Cephalophus callipygus,imputed,6,0.00967741935483871,144.23939770221
Cephalophus dorsalis,imputed,40,0.0024752475247524753,144.23939902021
Cephalophus dorsalis,imputed,40,0.06230529595015576,144.23939902021
Cephalophus leucogaster,imputed,40,0.0024752475247524753,144.23939803121
Cephalophus leucogaster,imputed,40,0.06230529595015576,144.23939803121
Cephalophus niger,imputed,21,0.032915360501567396,144.23939967851
Cephalophus nigrifrons,imputed,27,0.0421216848673947,144.23939803161
Cephalophus rufilatus,imputed,33,0.051643192488262914,144.23939803161
Cephalophus silvicultor,imputed,21,0.032915360501567396,144.23939836131
Cephalophus weynsi,imputed,27,0.0421216848673947,144.23939803151
Cephalophus zebra,imputed,21,0.032915360501567396,144.23939638381
Ceratotherium simum,imputed,138,0.012224938875305624,144.23943141
Ceratotherium simum,imputed,138,0.21036585365853658,144.23943141
Cercocebus agilis,imputed,96,0.009925558312655087,42.58715555168
Cercocebus agilis,imputed,96,0.15262321144674085,42.58715555168
Cercocebus atys,imputed,108,0.012376237623762377,42.5871557288
Cercocebus atys,imputed,108,0.17034700315457413,42.5871557288
Cercocebus chrysogaster,imputed,64,0.004962779156327543,42.58715555168
Cercocebus chrysogaster,imputed,64,0.1024,42.58715555168
Cercocebus galeritus,imputed,55,0.0024813895781637717,42.587155729
Cercocebus galeritus,imputed,55,0.088,42.587155729
Cercocebus torquatus,imputed,92,0.007444168734491315,42.5871556583
Cercocebus torquatus,imputed,92,0.14626391096979333,42.5871556583
Cercopithecus albogularis,imputed,79,0.004962779156327543,
Cercopithecus albogularis,imputed,79,0.12559618441971382,
Cercopithecus ascanius,imputed,188,0.039603960396039604,42.587155658
Cercopithecus ascanius,imputed,188,0.296998420221169,42.587155658
Cercopithecus campbelli,imputed,42,0.0024875621890547263,42.5871557997
Cercopithecus campbelli,imputed,42,0.0672,42.5871557997
Cercopithecus cephus,imputed,90,0.007444168734491315,42.5871558001
Cercopithecus cephus,imputed,90,0.14308426073131955,42.5871558001
Cercopithecus denti,imputed,43,0.0024813895781637717,
Cercopithecus denti,imputed,43,0.0688,
Cercopithecus diana,imputed,82,0.004962779156327543,42.5871557987
Cercopithecus diana,imputed,82,0.1305732484076433,42.5871557987
Cercopithecus erythrotis,imputed,62,0.0024813895781637717,42.587155658
Cercopithecus erythrotis,imputed,62,0.09904153354632587,42.587155658
Cercopithecus hamlyni,imputed,72,0.004962779156327543,42.5871575694
Cercopithecus hamlyni,imputed,72,0.11501597444089456,42.5871575694
Cercopithecus mitis,imputed,99,0.009925558312655087,42.5871557997
Cercopithecus mitis,imputed,99,0.15689381933438987,42.5871557997
Cercopithecus mona,imputed,115,0.01488833746898263,42.5871561533
Cercopithecus mona,imputed,115,0.1791277258566978,42.5871561533
Cercopithecus neglectus,imputed,99,0.007444168734491315,42.5871557987
Cercopithecus neglectus,imputed,99,0.15517241379310345,42.5871557987
Cercopithecus nictitans,imputed,110,0.017369727047146403,42.5871557997
Cercopithecus nictitans,imputed,110,0.1732283464566929,42.5871557997
Cercopithecus petaurista,imputed,21,0.0024875621890547263,42.5871558
Cercopithecus petaurista,imputed,21,0.03376205787781351,42.5871558
Cercopithecus pogonias,imputed,91,0.009925558312655087,42.5871561533
Cercopithecus pogonias,imputed,91,0.14467408585055644,42.5871561533
Cercopithecus wolfi,imputed,30,0.048,
Cerdocyon thous,imputed,52,0.0049382716049382715,144.2394193027
Cerdocyon thous,imputed,52,0.08188976377952756,144.2394193027
Cervus elaphus,imputed,205,0.049528301886792456,144.2393962188
Cervus elaphus,imputed,205,0.2812071330589849,144.2393962188
Cervus nippon,imputed,92,0.009779951100244499,144.2393962188
Cervus nippon,imputed,92,0.1393939393939394,144.2393962188
Chaerephon plicatus,imputed,50,0.007444168734491315,144.23942041726
Chaerephon plicatus,imputed,50,0.08025682182985554,144.23942041726
Chaerephon pumilus,imputed,109,0.007425742574257425,144.23941991206
Chaerephon pumilus,imputed,109,0.17138364779874213,144.23941991206
Chaetodipus hispidus,imputed,8,0.0024875621890547263,136.831529391
Chaetodipus hispidus,imputed,8,0.012903225806451613,136.831529391
Chaetodipus spinatus,imputed,16,0.0024875621890547263,136.8315292531
Chaetodipus spinatus,imputed,16,0.025806451612903226,136.8315292531
Chaetophractus vellerosus,imputed,19,0.0024875621890547263,151.4569728392
Chaetophractus vellerosus,imputed,19,0.03054662379421222,151.4569728392
Chinchilla lanigera,imputed,37,0.004975124378109453,136.8315105822
Chinchilla lanigera,imputed,37,0.05929487179487179,136.8315105822
Chionomys roberti,imputed,30,0.0024875621890547263,136.8315074375
Chionomys roberti,imputed,30,0.04807692307692308,136.8315074375
Chironectes minimus,imputed,38,0.0024875621890547263,324.1576054958
Chironectes minimus,imputed,38,0.06070287539936102,324.1576054958
Chlorocebus aethiops,imputed,167,0.05134474327628362,42.5871554813
Chlorocebus aethiops,imputed,167,0.2589147286821705,42.5871554813
Chlorocebus pygerythrus,imputed,132,0.02702702702702703,42.5871556579
Chlorocebus pygerythrus,imputed,132,0.2043343653250774,42.5871556579
Chlorocebus sabaeus,imputed,97,0.009876543209876543,42.5871557991
Chlorocebus sabaeus,imputed,97,0.15348101265822786,42.5871557991
Chlorocebus tantalus,imputed,64,0.0024813895781637717,42.58715551615
Chlorocebus tantalus,imputed,64,0.10223642172523961,42.58715551615
Choeropsis liberiensis,imputed,76,0.004975124378109453,144.2393953
Choeropsis liberiensis,imputed,76,0.11930926216640503,144.2393953
Choloepus didactylus,imputed,87,0.009950248756218905,151.456977464
Choloepus didactylus,imputed,87,0.13787638668779714,151.456977464
Choloepus hoffmanni,imputed,102,0.009950248756218905,151.456977464
Choloepus hoffmanni,imputed,102,0.1619047619047619,151.456977464
Chrotogale owstoni,imputed,42,0.0024875621890547263,144.2394186218
Chrotogale owstoni,imputed,42,0.06656101426307448,144.2394186218
Chrotopterus auritus,imputed,21,0.0024875621890547263,144.239390321
Chrotopterus auritus,imputed,21,0.03376205787781351,144.239390321
Chrysocyon brachyurus,imputed,50,0.0049382716049382715,144.239419666027
Chrysocyon brachyurus,imputed,50,0.07874015748031496,144.239419666027
Civettictis civetta,imputed,21,0.0024813895781637717,144.2394227489
Civettictis civetta,imputed,21,0.033707865168539325,144.2394227489
Coendou bicolor,imputed,38,0.0024875621890547263,136.8315084112
Coendou bicolor,imputed,38,0.06070287539936102,136.8315084112
Coendou melanurus,imputed,14,0.0024875621890547263,136.8315098314
Coendou melanurus,imputed,14,0.02254428341384863,136.8315098314
Coendou mexicanus,imputed,41,0.0024875621890547263,136.8315091338
Coendou mexicanus,imputed,41,0.06602254428341385,136.8315091338
Coendou prehensilis,imputed,14,0.0024875621890547263,136.8315084112
Coendou prehensilis,imputed,14,0.02254428341384863,136.8315084112
Colobus guereza,imputed,168,0.024752475247524754,42.5871552675
Colobus guereza,imputed,168,0.26332288401253917,42.5871552675
Colobus polykomos,imputed,42,0.004975124378109453,42.5871552675
Colobus polykomos,imputed,42,0.0672,42.5871552675
Connochaetes gnou,imputed,54,0.0049261083743842365,144.23939756991
Connochaetes gnou,imputed,54,0.08385093167701864,144.23939756991
Connochaetes taurinus,imputed,70,0.007263922518159807,144.23939756991
Connochaetes taurinus,imputed,70,0.10248901903367497,144.23939756991
Corynorhinus townsendii,imputed,21,0.0024875621890547263,144.2394216696
Corynorhinus townsendii,imputed,21,0.03376205787781351,144.2394216696
Cricetomys emini,imputed,22,0.0024875621890547263,136.83150385
Cricetomys emini,imputed,22,0.03536977491961415,136.83150385
Cricetomys gambianus,imputed,113,0.009876543209876543,136.83150385
Cricetomys gambianus,imputed,113,0.17628705148205928,136.83150385
Cricetulus barabensis,imputed,47,0.004975124378109453,136.831510137
Cricetulus barabensis,imputed,47,0.07448494453248812,136.831510137
Cricetus cricetus,imputed,23,0.03691813804173355,136.831510138
Crocidura lasiura,imputed,24,0.0024875621890547263,144.23940276739
Crocidura lasiura,imputed,24,0.03864734299516908,144.23940276739
Crocidura leucodon,imputed,31,0.0024875621890547263,144.2394031279
Crocidura leucodon,imputed,31,0.04983922829581994,144.2394031279
Crocidura olivieri,imputed,68,0.0024875621890547263,144.239403128
Crocidura olivieri,imputed,68,0.10776545166402536,144.239403128
Crocidura russula,imputed,92,0.007444168734491315,144.2394036089
Crocidura russula,imputed,92,0.14488188976377953,144.2394036089
Crocidura zaphiri,imputed,68,0.0024875621890547263,144.2394029116
Crocidura zaphiri,imputed,68,0.10776545166402536,144.2394029116
Crocuta crocuta,imputed,68,0.007317073170731708,144.2394189159
Crocuta crocuta,imputed,68,0.1057542768273717,144.2394189159
Ctenodactylus gundi,imputed,68,0.0024875621890547263,136.83150215
Ctenodactylus gundi,imputed,68,0.10776545166402536,136.83150215
Cuniculus paca,imputed,42,0.0024875621890547263,136.831509378
Cuniculus paca,imputed,42,0.06763285024154589,136.831509378
Cyclopes didactylus,imputed,37,0.0024875621890547263,151.456981225
Cyclopes didactylus,imputed,37,0.05929487179487179,151.456981225
Cynictis penicillata,imputed,21,0.0024875621890547263,144.2394207737
Cynictis penicillata,imputed,21,0.03376205787781351,144.2394207737
Cynomops abrasus,imputed,21,0.0024875621890547263,144.23942101296
Cynomops abrasus,imputed,21,0.03376205787781351,144.23942101296
Cynomops planirostris,imputed,21,0.0024875621890547263,144.2394210428
Cynomops planirostris,imputed,21,0.03376205787781351,144.2394210428
Cynomys ludovicianus,imputed,59,0.007462686567164179,136.83149859
Cynomys ludovicianus,imputed,59,0.09455128205128205,136.83149859
Cynopterus brachyotis,imputed,102,0.009852216748768473,144.239407152
Cynopterus brachyotis,imputed,102,0.15863141524105753,144.239407152
Cynopterus sphinx,imputed,169,0.017369727047146403,144.23940804941
Cynopterus sphinx,imputed,169,0.24707602339181287,144.23940804941
Cystophora cristata,imputed,71,0.0049504950495049506,144.239420693
Cystophora cristata,imputed,71,0.11181102362204724,144.239420693
Dama dama,imputed,150,0.01927710843373494,144.2393962846
Dama dama,imputed,150,0.2242152466367713,144.2393962846
Damaliscus lunatus,imputed,48,0.0024390243902439024,144.23939691141
Damaliscus lunatus,imputed,48,0.07111111111111111,144.23939691141
Damaliscus pygargus,imputed,43,0.0024630541871921183,144.23939691141
Damaliscus pygargus,imputed,43,0.0671875,144.23939691141
Dasycercus cristicauda,imputed,1,0.0016129032258064516,324.1576186848
Dasymys incomtus,imputed,91,0.004962779156327543,136.8315040076
Dasymys incomtus,imputed,91,0.14241001564945227,136.8315040076
Dasyprocta fuliginosa,imputed,2,0.0024875621890547263,136.8315088987
Dasyprocta fuliginosa,imputed,2,0.0032258064516129032,136.8315088987
Dasyprocta leporina,imputed,59,0.007462686567164179,136.8315093803
Dasyprocta leporina,imputed,59,0.09424920127795527,136.8315093803
Dasyprocta punctata,imputed,76,0.004975124378109453,136.8315099588
Dasyprocta punctata,imputed,76,0.12044374009508717,136.8315099588
Dasypus novemcinctus,imputed,129,0.01488833746898263,151.4569737077
Dasypus novemcinctus,imputed,129,0.2028301886792453,151.4569737077
Delphinapterus leucas,imputed,43,0.0024813895781637717,144.2393979321
Delphinapterus leucas,imputed,43,0.0679304897314376,144.2393979321
Delphinus delphis,imputed,6,0.009630818619582664,144.23939786577
Dendrolagus goodfellowi,imputed,52,0.0024875621890547263,324.15762122704
Dendrolagus goodfellowi,imputed,52,0.08201892744479496,324.15762122704
Dermanura cinerea,imputed,69,0.009950248756218905,
Dermanura cinerea,imputed,69,0.1078125,
Dermanura phaeotis,imputed,105,0.014925373134328358,144.2393903169
Dermanura phaeotis,imputed,105,0.16535433070866143,144.2393903169
Dermanura tolteca,imputed,22,0.004975124378109453,
Dermanura tolteca,imputed,22,0.03542673107890499,
Desmodillus auricularis,imputed,23,0.0024875621890547263,136.8315052255
Desmodillus auricularis,imputed,23,0.037037037037037035,136.8315052255
Desmodus rotundus,imputed,100,0.019753086419753086,144.2393920386
Desmodus rotundus,imputed,100,0.14727540500736377,144.2393920386
Diaemus youngi,imputed,21,0.0024875621890547263,144.239392874
Diaemus youngi,imputed,21,0.03376205787781351,144.239392874
Diceros bicornis,imputed,127,0.009779951100244499,144.23943141
Diceros bicornis,imputed,127,0.19389312977099238,144.23943141
Diclidurus albus,imputed,21,0.0024875621890547263,144.2394208707
Diclidurus albus,imputed,21,0.03376205787781351,144.2394208707
Dicrostonyx groenlandicus,imputed,50,0.0024875621890547263,136.8315086664
Dicrostonyx groenlandicus,imputed,50,0.07961783439490445,136.8315086664
Didelphis marsupialis,imputed,182,0.034653465346534656,324.1576038864
Didelphis marsupialis,imputed,182,0.2692307692307692,324.1576038864
Didelphis virginiana,imputed,154,0.017412935323383085,324.1576029208
Didelphis virginiana,imputed,154,0.23157894736842105,324.1576029208
Diphylla ecaudata,imputed,21,0.0024875621890547263,144.239389675
Diphylla ecaudata,imputed,21,0.03376205787781351,144.239389675
Diplomys labilis,imputed,38,0.0024875621890547263,136.8315119298
Diplomys labilis,imputed,38,0.06070287539936102,136.8315119298
Dipodomys heermanni,imputed,44,0.004975124378109453,136.8315295307
Dipodomys heermanni,imputed,44,0.07062600321027288,136.8315295307
Dipodomys merriami,imputed,71,0.004975124378109453,136.8315295299
Dipodomys merriami,imputed,71,0.10676691729323308,136.8315295299
Dipodomys microps,imputed,42,0.0024875621890547263,136.8315295303
Dipodomys microps,imputed,42,0.06763285024154589,136.8315295303
Dipodomys nitratoides,imputed,44,0.004975124378109453,136.8315292527
Dipodomys nitratoides,imputed,44,0.07062600321027288,136.8315292527
Dipodomys ordii,imputed,1,0.0016129032258064516,136.8315298084
Dobsonia anderseni,imputed,7,0.0024875621890547263,144.2394082115
Dobsonia anderseni,imputed,7,0.01129032258064516,144.2394082115
Dobsonia moluccensis,imputed,7,0.0024875621890547263,144.2394059681
Dobsonia moluccensis,imputed,7,0.01129032258064516,144.2394059681
Dorcopsis muelleri,imputed,1,0.0016129032258064516,324.15762080974
Eidolon dupreanum,imputed,46,0.004975124378109453,144.2394093646
Eidolon dupreanum,imputed,46,0.07395498392282958,144.2394093646
Eidolon helvum,imputed,207,0.022167487684729065,144.2394093646
Eidolon helvum,imputed,207,0.3174846625766871,144.2394093646
Eira barbara,imputed,42,0.004975124378109453,144.239417445
Eira barbara,imputed,42,0.0673076923076923,144.239417445
