virus,host
Macaque simian foamy virus,Papio hamadryas
Macaque simian foamy virus,Papio papio
Macaque simian foamy virus,Papio ursinus
Macaque simian foamy virus,Phoca vitulina
Macaque simian foamy virus,Piliocolobus badius
Macaque simian foamy virus,Piliocolobus rufomitratus
Macaque simian foamy virus,Piliocolobus tephrosceles
Macaque simian foamy virus,Pongo abelii
Macaque simian foamy virus,Pongo pygmaeus
Macaque simian foamy virus,Procyon lotor
Macaque simian foamy virus,Pteropus alecto
Macaque simian foamy virus,Pteropus rufus
Macaque simian foamy virus,Pteropus scapulatus
Macaque simian foamy virus,Puma concolor
Macaque simian foamy virus,Pusa caspica
Macaque simian foamy virus,Pusa sibirica
Macaque simian foamy virus,Pygathrix nemaeus
Macaque simian foamy virus,Rattus norvegicus
Macaque simian foamy virus,Rattus rattus
Macaque simian foamy virus,Rhinolophus affinis
Macaque simian foamy virus,Rousettus aegyptiacus
Macaque simian foamy virus,Rousettus leschenaultii
Macaque simian foamy virus,Saguinus midas
Macaque simian foamy virus,Saimiri sciureus
Macaque simian foamy virus,Sapajus apella
Macaque simian foamy virus,Sapajus xanthosternos
Macaque simian foamy virus,Scotophilus kuhlii
Macaque simian foamy virus,Semnopithecus entellus
Macaque simian foamy virus,Sus scrofa
Macaque simian foamy virus,Tatera indica
Macaque simian foamy virus,Theropithecus gelada
Macaque simian foamy virus,Trachypithecus cristatus
Macaque simian foamy virus,Trachypithecus francoisi
Macaque simian foamy virus,Ursus arctos
Macaque simian foamy virus,Ursus maritimus
Machupo mammarenavirus,Acinonyx jubatus
Machupo mammarenavirus,Akodon azarae
Machupo mammarenavirus,Anoura geoffroyi
Machupo mammarenavirus,Aotus trivirgatus
Machupo mammarenavirus,Apodemus agrarius
Machupo mammarenavirus,Apodemus flavicollis
Machupo mammarenavirus,Apodemus mystacinus
Machupo mammarenavirus,Apodemus sylvaticus
Machupo mammarenavirus,Artibeus jamaicensis
Machupo mammarenavirus,Artibeus lituratus
Machupo mammarenavirus,Arvicola scherman
Machupo mammarenavirus,Bandicota bengalensis
Machupo mammarenavirus,Bandicota indica
Machupo mammarenavirus,Callimico goeldii
Machupo mammarenavirus,Callithrix jacchus
Machupo mammarenavirus,Calomys callosus
Machupo mammarenavirus,Caluromys philander
Machupo mammarenavirus,Carollia perspicillata
Machupo mammarenavirus,Cavia porcellus
Machupo mammarenavirus,Cebuella pygmaea
Machupo mammarenavirus,Chionomys roberti
Machupo mammarenavirus,Cricetulus barabensis
Machupo mammarenavirus,Crocidura russula
Machupo mammarenavirus,Cynomys ludovicianus
Machupo mammarenavirus,Desmodus rotundus
Machupo mammarenavirus,Didelphis marsupialis
Machupo mammarenavirus,Didelphis virginiana
Machupo mammarenavirus,Elephas maximus
Machupo mammarenavirus,Felis catus
Machupo mammarenavirus,Glis glis
Machupo mammarenavirus,Herpailurus yagouaroundi
Machupo mammarenavirus,Heteromys anomalus
Machupo mammarenavirus,Homo sapiens
Machupo mammarenavirus,Hylaeamys laticeps
Machupo mammarenavirus,Hylaeamys megacephalus
Machupo mammarenavirus,Lasiopodomys gregalis
Machupo mammarenavirus,Leontocebus fuscicollis
Machupo mammarenavirus,Leontocebus nigricollis
Machupo mammarenavirus,Leontopithecus rosalia
Machupo mammarenavirus,Leopardus pardalis
Machupo mammarenavirus,Lynx lynx
Machupo mammarenavirus,Macaca fascicularis
Machupo mammarenavirus,Macaca mulatta
Machupo mammarenavirus,Macaca radiata
Machupo mammarenavirus,Macaca sylvanus
Machupo mammarenavirus,Marmosa murina
Machupo mammarenavirus,Mastomys erythroleucus
Machupo mammarenavirus,Mastomys natalensis
Machupo mammarenavirus,Meriones tamariscinus
Machupo mammarenavirus,Mesocricetus auratus
Machupo mammarenavirus,Micromys minutus
Machupo mammarenavirus,Microtus agrestis
Machupo mammarenavirus,Microtus arvalis
Machupo mammarenavirus,Microtus fortis
Machupo mammarenavirus,Microtus gregalis
Machupo mammarenavirus,Microtus levis
Machupo mammarenavirus,Microtus oeconomus
Machupo mammarenavirus,Microtus pennsylvanicus
Machupo mammarenavirus,Molossus molossus
Machupo mammarenavirus,Molossus rufus
Machupo mammarenavirus,Mus booduga
Machupo mammarenavirus,Mus mattheyi
Machupo mammarenavirus,Mus musculus
Machupo mammarenavirus,Mus spretus
Machupo mammarenavirus,Mustela erminea
Machupo mammarenavirus,Myodes gapperi
Machupo mammarenavirus,Myodes glareolus
Machupo mammarenavirus,Myodes rufocanus
Machupo mammarenavirus,Myodes rutilus
Machupo mammarenavirus,Natalus tumidirostris
Machupo mammarenavirus,Necromys obscurus
Machupo mammarenavirus,Nectomys squamipes
Machupo mammarenavirus,Neofelis nebulosa
Machupo mammarenavirus,Neotoma mexicana
Machupo mammarenavirus,Oligoryzomys flavescens
Machupo mammarenavirus,Oryctolagus cuniculus
Machupo mammarenavirus,Oryzomys palustris
Machupo mammarenavirus,Pan troglodytes
Machupo mammarenavirus,Panthera leo
Machupo mammarenavirus,Panthera tigris
Machupo mammarenavirus,Peromyscus maniculatus
Machupo mammarenavirus,Philander opossum
Machupo mammarenavirus,Phyllostomus hastatus
Machupo mammarenavirus,Prionailurus bengalensis
Machupo mammarenavirus,Proechimys guyannensis
Machupo mammarenavirus,Proechimys semispinosus
Machupo mammarenavirus,Pteronotus davyi
Machupo mammarenavirus,Pteronotus parnellii
Machupo mammarenavirus,Rattus exulans
Machupo mammarenavirus,Rattus losea
Machupo mammarenavirus,Rattus norvegicus
Machupo mammarenavirus,Rattus rattus
Machupo mammarenavirus,Rattus tanezumi
Machupo mammarenavirus,Rhinolophus ferrumequinum
Machupo mammarenavirus,Rhinolophus pusillus
Machupo mammarenavirus,Rhombomys opimus
Machupo mammarenavirus,Rousettus leschenaultii
Machupo mammarenavirus,Saguinus imperator
Machupo mammarenavirus,Saguinus oedipus
Machupo mammarenavirus,Sapajus apella
Machupo mammarenavirus,Sciurus carolinensis
Machupo mammarenavirus,Sciurus vulgaris
Machupo mammarenavirus,Scotophilus kuhlii
Machupo mammarenavirus,Semnopithecus entellus
Machupo mammarenavirus,Sigmodon hispidus
Machupo mammarenavirus,Sooretamys angouya
Machupo mammarenavirus,Sorex araneus
Machupo mammarenavirus,Suncus murinus
Machupo mammarenavirus,Sus scrofa
Machupo mammarenavirus,Tapirus terrestris
Machupo mammarenavirus,Tatera indica
Machupo mammarenavirus,Tscherskia triton
Machupo mammarenavirus,Urva javanica
Machupo mammarenavirus,Zygodontomys brevicauda
Macropodid alphaherpesvirus 1,Bos taurus
Macropodid alphaherpesvirus 1,Bubalus bubalis
Macropodid alphaherpesvirus 1,Canis lupus familiaris
Macropodid alphaherpesvirus 1,Capra hircus
Macropodid alphaherpesvirus 1,Dasycercus cristicauda
Macropodid alphaherpesvirus 1,Equus asinus
Macropodid alphaherpesvirus 1,Equus caballus
Macropodid alphaherpesvirus 1,Equus quagga burchellii
Macropodid alphaherpesvirus 1,Homo sapiens
Macropodid alphaherpesvirus 1,Lagorchestes conspicillatus
Macropodid alphaherpesvirus 1,Macropus eugenii
Macropodid alphaherpesvirus 1,Macropus fuliginosus
Macropodid alphaherpesvirus 1,Macropus giganteus
Macropodid alphaherpesvirus 1,Macropus parma
Macropodid alphaherpesvirus 1,Macropus robustus
Macropodid alphaherpesvirus 1,Macropus rufus
Macropodid alphaherpesvirus 1,Ovis aries
Macropodid alphaherpesvirus 1,Potorous tridactylus
Macropodid alphaherpesvirus 1,Sus scrofa
Macropodid alphaherpesvirus 1,Tachyglossus aculeatus
Macropodid alphaherpesvirus 2,Bos taurus
Macropodid alphaherpesvirus 2,Capra hircus
Macropodid alphaherpesvirus 2,Dorcopsis muelleri
Macropodid alphaherpesvirus 2,Equus caballus
Macropodid alphaherpesvirus 2,Homo sapiens
Macropodid alphaherpesvirus 2,Macropus fuliginosus
Macropodid alphaherpesvirus 2,Macropus giganteus
Macropodid alphaherpesvirus 2,Ovis aries
Macropodid alphaherpesvirus 2,Setonix brachyurus
Macropodid alphaherpesvirus 2,Sus scrofa
Madariaga virus,Alouatta pigra
Madariaga virus,Ammospermophilus nelsoni
Madariaga virus,Antidorcas marsupialis
Madariaga virus,Aotus trivirgatus
Madariaga virus,Atelerix albiventris
Madariaga virus,Baiomys taylori
Madariaga virus,Bos taurus
Madariaga virus,Bradypus variegatus
Madariaga virus,Bubalus bubalis
Madariaga virus,Callospermophilus lateralis
Madariaga virus,Camelus dromedarius
Madariaga virus,Canis latrans
Madariaga virus,Canis lupus familiaris
Madariaga virus,Capra hircus
Madariaga virus,Ceratotherium simum
Madariaga virus,Choloepus hoffmanni
Madariaga virus,Dasyprocta punctata
Madariaga virus,Dasypus novemcinctus
Madariaga virus,Diceros bicornis
Madariaga virus,Didelphis virginiana
Madariaga virus,Eidolon helvum
Madariaga virus,Epomops franqueti
Madariaga virus,Equus asinus
Madariaga virus,Equus caballus
Madariaga virus,Equus grevyi
Madariaga virus,Equus hemionus
Madariaga virus,Equus kiang
Madariaga virus,Equus quagga
Madariaga virus,Equus quagga burchellii
Madariaga virus,Equus zebra
Madariaga virus,Erethizon dorsatum
Madariaga virus,Eudorcas thomsonii
Madariaga virus,Gerbilliscus brantsii
Madariaga virus,Gerbilliscus leucogaster
Madariaga virus,Giraffa camelopardalis
Madariaga virus,Gorilla beringei
Madariaga virus,Hemiechinus auritus
Madariaga virus,Hipposideros abae
Madariaga virus,Hippotragus niger
Madariaga virus,Homo sapiens
Madariaga virus,Hydromys chrysogaster
Madariaga virus,Hystrix africaeaustralis
Madariaga virus,Lama glama
Madariaga virus,Lepus americanus
Madariaga virus,Lepus californicus
Madariaga virus,Lepus capensis
Madariaga virus,Lepus europaeus
Madariaga virus,Lepus saxatilis
Madariaga virus,Loxodonta africana
Madariaga virus,Lycaon pictus
Madariaga virus,Macropus agilis
Madariaga virus,Macropus giganteus
Madariaga virus,Macropus rufogriseus
Madariaga virus,Macropus rufus
Madariaga virus,Marmota flaviventris
Madariaga virus,Marmota monax
Madariaga virus,Mephitis mephitis
Madariaga virus,Meriones crassus
Madariaga virus,Meriones hurrianae
Madariaga virus,Micaelamys namaquensis
Madariaga virus,Microtus arvalis
Madariaga virus,Microtus californicus
Madariaga virus,Microtus oeconomus
Madariaga virus,Miniopterus schreibersii
Madariaga virus,Mustela erminea
Madariaga virus,Myocastor coypus
Madariaga virus,Myodes glareolus
Madariaga virus,Myodes rutilus
Madariaga virus,Myotis blythii
Madariaga virus,Neotamias amoenus
Madariaga virus,Neotamias minimus
Madariaga virus,Neotoma fuscipes
Madariaga virus,Oligoryzomys nigripes
Madariaga virus,Otospermophilus beecheyi
Madariaga virus,Ovis aries
Madariaga virus,Pan paniscus
Madariaga virus,Pan troglodytes
Madariaga virus,Pedetes capensis
Madariaga virus,Peromyscus leucopus
Madariaga virus,Peromyscus maniculatus
Madariaga virus,Peromyscus truei
Madariaga virus,Phacochoerus aethiopicus
Madariaga virus,Potos flavus
Madariaga virus,Procyon lotor
Madariaga virus,Pteropus alecto
Madariaga virus,Pteropus conspicillatus
Madariaga virus,Pteropus hypomelanus
Madariaga virus,Pteropus poliocephalus
Madariaga virus,Pteropus scapulatus
Madariaga virus,Rhabdomys pumilio
Madariaga virus,Saimiri sciureus
Madariaga virus,Sciurus carolinensis
Madariaga virus,Sciurus griseus
Madariaga virus,Sigmodon hispidus
Madariaga virus,Suricata suricatta
Madariaga virus,Sus scrofa
Madariaga virus,Sylvilagus audubonii
Madariaga virus,Tamandua tetradactyla
Madariaga virus,Tamias striatus
Madariaga virus,Tamiasciurus hudsonicus
Madariaga virus,Tatera indica
Madariaga virus,Tragelaphus angasii
Madariaga virus,Urocitellus columbianus
Madariaga virus,Urocitellus richardsonii
Madariaga virus,Urocyon cinereoargenteus
Madariaga virus,Ursus americanus
Madariaga virus,Vulpes macrotis
Madariaga virus,Vulpes velox
Madariaga virus,Vulpes vulpes
Madariaga virus,Xerus inauris
Madrid orthobunyavirus,Akodon azarae
Madrid orthobunyavirus,Akodon montensis
Madrid orthobunyavirus,Anoura geoffroyi
Madrid orthobunyavirus,Aotus trivirgatus
Madrid orthobunyavirus,Apodemus agrarius
Madrid orthobunyavirus,Apodemus flavicollis
Madrid orthobunyavirus,Apodemus sylvaticus
Madrid orthobunyavirus,Artibeus jamaicensis
Madrid orthobunyavirus,Artibeus lituratus
Madrid orthobunyavirus,Arvicanthis niloticus
Madrid orthobunyavirus,Arvicola scherman
Madrid orthobunyavirus,Ateles paniscus
Madrid orthobunyavirus,Bandicota bengalensis
Madrid orthobunyavirus,Bandicota indica
Madrid orthobunyavirus,Bradypus tridactylus
Madrid orthobunyavirus,Callithrix jacchus
Madrid orthobunyavirus,Calomys musculinus
Madrid orthobunyavirus,Caluromys philander
Madrid orthobunyavirus,Canis lupus familiaris
Madrid orthobunyavirus,Carollia brevicauda
Madrid orthobunyavirus,Carollia perspicillata
Madrid orthobunyavirus,Cavia porcellus
Madrid orthobunyavirus,Cricetulus barabensis
Madrid orthobunyavirus,Crocidura russula
Madrid orthobunyavirus,Dasyprocta leporina
Madrid orthobunyavirus,Dasypus novemcinctus
Madrid orthobunyavirus,Dermanura phaeotis
Madrid orthobunyavirus,Desmodus rotundus
Madrid orthobunyavirus,Didelphis marsupialis
Madrid orthobunyavirus,Didelphis virginiana
Madrid orthobunyavirus,Eptesicus fuscus
Madrid orthobunyavirus,Felis catus
Madrid orthobunyavirus,Glis glis
Madrid orthobunyavirus,Glossophaga soricina
Madrid orthobunyavirus,Gorilla beringei
Madrid orthobunyavirus,Heteromys anomalus
Madrid orthobunyavirus,Hipposideros armiger
Madrid orthobunyavirus,Hipposideros larvatus
Madrid orthobunyavirus,Hipposideros pomona
Madrid orthobunyavirus,Homo sapiens
Madrid orthobunyavirus,Hylaeamys laticeps
Madrid orthobunyavirus,Hylaeamys megacephalus
Madrid orthobunyavirus,Leontocebus fuscicollis
Madrid orthobunyavirus,Macaca fascicularis
Madrid orthobunyavirus,Macaca mulatta
Madrid orthobunyavirus,Macaca sylvanus
Madrid orthobunyavirus,Marmosa murina
Madrid orthobunyavirus,Mastomys erythroleucus
Madrid orthobunyavirus,Mastomys natalensis
Madrid orthobunyavirus,Meriones tamariscinus
Madrid orthobunyavirus,Mesocricetus auratus
Madrid orthobunyavirus,Metachirus nudicaudatus
Madrid orthobunyavirus,Micromys minutus
Madrid orthobunyavirus,Microtus agrestis
Madrid orthobunyavirus,Microtus arvalis
Madrid orthobunyavirus,Microtus fortis
Madrid orthobunyavirus,Microtus pennsylvanicus
Madrid orthobunyavirus,Miniopterus schreibersii
Madrid orthobunyavirus,Molossus molossus
Madrid orthobunyavirus,Molossus rufus
Madrid orthobunyavirus,Mus musculus
Madrid orthobunyavirus,Mus spretus
Madrid orthobunyavirus,Myodes gapperi
Madrid orthobunyavirus,Myodes glareolus
Madrid orthobunyavirus,Myodes rufocanus
Madrid orthobunyavirus,Myodes rutilus
Madrid orthobunyavirus,Myotis nigricans
Madrid orthobunyavirus,Natalus tumidirostris
Madrid orthobunyavirus,Necromys obscurus
Madrid orthobunyavirus,Nectomys squamipes
Madrid orthobunyavirus,Neotoma mexicana
Madrid orthobunyavirus,Odocoileus virginianus
Madrid orthobunyavirus,Oligoryzomys flavescens
Madrid orthobunyavirus,Oligoryzomys nigripes
Madrid orthobunyavirus,Oryzomys palustris
Madrid orthobunyavirus,Pan troglodytes
Madrid orthobunyavirus,Panthera tigris
Madrid orthobunyavirus,Peromyscus eremicus
Madrid orthobunyavirus,Peromyscus gossypinus
Madrid orthobunyavirus,Peromyscus leucopus
Madrid orthobunyavirus,Peromyscus maniculatus
Madrid orthobunyavirus,Philander opossum
Madrid orthobunyavirus,Phyllostomus discolor
Madrid orthobunyavirus,Phyllostomus hastatus
Madrid orthobunyavirus,Platyrrhinus helleri
Madrid orthobunyavirus,Pongo pygmaeus
Madrid orthobunyavirus,Proechimys guyannensis
Madrid orthobunyavirus,Proechimys semispinosus
Madrid orthobunyavirus,Pteronotus davyi
Madrid orthobunyavirus,Pteronotus parnellii
Madrid orthobunyavirus,Pteropus scapulatus
Madrid orthobunyavirus,Rattus exulans
Madrid orthobunyavirus,Rattus losea
Madrid orthobunyavirus,Rattus nitidus
Madrid orthobunyavirus,Rattus norvegicus
Madrid orthobunyavirus,Rattus rattus
Madrid orthobunyavirus,Rattus tanezumi
Madrid orthobunyavirus,Reithrodontomys megalotis
Madrid orthobunyavirus,Rhinolophus affinis
Madrid orthobunyavirus,Rhinolophus ferrumequinum
Madrid orthobunyavirus,Rhinolophus pusillus
Madrid orthobunyavirus,Rousettus aegyptiacus
Madrid orthobunyavirus,Rousettus leschenaultii
Madrid orthobunyavirus,Saguinus oedipus
Madrid orthobunyavirus,Sapajus apella
Madrid orthobunyavirus,Sciurus carolinensis
Madrid orthobunyavirus,Sciurus vulgaris
Madrid orthobunyavirus,Scotophilus kuhlii
Madrid orthobunyavirus,Semnopithecus entellus
Madrid orthobunyavirus,Sigmodon hispidus
Madrid orthobunyavirus,Sooretamys angouya
Madrid orthobunyavirus,Sorex araneus
Madrid orthobunyavirus,Sturnira lilium
Madrid orthobunyavirus,Suncus murinus
Madrid orthobunyavirus,Sus scrofa
Madrid orthobunyavirus,Tadarida brasiliensis
Madrid orthobunyavirus,Tapirus terrestris
Madrid orthobunyavirus,Tatera indica
Madrid orthobunyavirus,Tscherskia triton
Madrid orthobunyavirus,Zygodontomys brevicauda
Main Drain orthobunyavirus,Alces alces
Main Drain orthobunyavirus,Alouatta belzebul
Main Drain orthobunyavirus,Alouatta caraya
Main Drain orthobunyavirus,Alouatta palliata
Main Drain orthobunyavirus,Alouatta pigra
Main Drain orthobunyavirus,Alouatta seniculus
Main Drain orthobunyavirus,Ammospermophilus nelsoni
Main Drain orthobunyavirus,Antilocapra americana
Main Drain orthobunyavirus,Aotus trivirgatus
Main Drain orthobunyavirus,Artibeus jamaicensis
Main Drain orthobunyavirus,Artibeus lituratus
Main Drain orthobunyavirus,Atelerix albiventris
Main Drain orthobunyavirus,Ateles paniscus
Main Drain orthobunyavirus,Axis porcinus
Main Drain orthobunyavirus,Baiomys taylori
Main Drain orthobunyavirus,Bassaricyon gabbii
Main Drain orthobunyavirus,Bettongia gaimardi
Main Drain orthobunyavirus,Bison bison
Main Drain orthobunyavirus,Bison bonasus
Main Drain orthobunyavirus,Bos frontalis
Main Drain orthobunyavirus,Bos grunniens
Main Drain orthobunyavirus,Bos javanicus
Main Drain orthobunyavirus,Bos taurus
Main Drain orthobunyavirus,Bradypus variegatus
Main Drain orthobunyavirus,Bubalus bubalis
Main Drain orthobunyavirus,Cabassous centralis
Main Drain orthobunyavirus,Callithrix geoffroyi
Main Drain orthobunyavirus,Callorhinus ursinus
Main Drain orthobunyavirus,Callospermophilus lateralis
Main Drain orthobunyavirus,Caluromys derbianus
Main Drain orthobunyavirus,Camelus dromedarius
Main Drain orthobunyavirus,Canis latrans
Main Drain orthobunyavirus,Canis lupus
Main Drain orthobunyavirus,Canis lupus familiaris
Main Drain orthobunyavirus,Capra hircus
Main Drain orthobunyavirus,Capreolus capreolus
Main Drain orthobunyavirus,Carollia perspicillata
Main Drain orthobunyavirus,Carollia subrufa
Main Drain orthobunyavirus,Cebus capucinus
Main Drain orthobunyavirus,Cercopithecus denti
Main Drain orthobunyavirus,Cercopithecus mitis
Main Drain orthobunyavirus,Cercopithecus mona
Main Drain orthobunyavirus,Cercopithecus pogonias
Main Drain orthobunyavirus,Cervus elaphus
Main Drain orthobunyavirus,Chironectes minimus
Main Drain orthobunyavirus,Choeropsis liberiensis
Main Drain orthobunyavirus,Choloepus didactylus
Main Drain orthobunyavirus,Choloepus hoffmanni
Main Drain orthobunyavirus,Coendou bicolor
Main Drain orthobunyavirus,Coendou mexicanus
Main Drain orthobunyavirus,Colobus guereza
Main Drain orthobunyavirus,Cricetomys gambianus
Main Drain orthobunyavirus,Crocidura leucodon
Main Drain orthobunyavirus,Cuniculus paca
Main Drain orthobunyavirus,Cynopterus sphinx
Main Drain orthobunyavirus,Dama dama
Main Drain orthobunyavirus,Dasyprocta punctata
Main Drain orthobunyavirus,Dasypus novemcinctus
Main Drain orthobunyavirus,Dermanura phaeotis
Main Drain orthobunyavirus,Desmodillus auricularis
Main Drain orthobunyavirus,Desmodus rotundus
Main Drain orthobunyavirus,Dicrostonyx groenlandicus
Main Drain orthobunyavirus,Didelphis marsupialis
Main Drain orthobunyavirus,Didelphis virginiana
Main Drain orthobunyavirus,Diplomys labilis
Main Drain orthobunyavirus,Dipodomys merriami
Main Drain orthobunyavirus,Dipodomys microps
