virus,rank,clover,trefle,clover_nohuman,trefle_nohuman
Changuinola virus,7,-0.04947964410765955,0.19995869086847198,0.04123207568579021,0.19213185994552057
Changuinola virus,8,-0.05509545033965769,-0.06845923522228198,0.054601712363208564,-0.07776003419009486
Changuinola virus,9,-0.015865026659314375,-0.14148217621723733,0.0012392304470748054,-0.11444072100911508
Changuinola virus,10,-0.004765900790756382,-0.34071240415435566,0.03260608891287892,0.39306981989453804
Changuinola virus,11,-0.035075870496062436,0.23652111647777005,-0.004348311270137437,-0.1622698068557524
Changuinola virus,12,-0.005854458434533837,-0.04020290687583539,-0.014227936377734098,0.029059140676805498
Chapare mammarenavirus,1,0.10902477451648203,-0.052079851680776605,0.0,-0.043873588823964686
Chapare mammarenavirus,2,-0.1448783273887526,0.032630003844118266,0.0,0.02555551770155998
Chapare mammarenavirus,3,-0.05771551085515995,-0.0394837083799258,0.0,-0.037123471525714366
Chapare mammarenavirus,4,-0.05544449715968996,0.032000155235085606,0.0,0.03316314497888422
Chapare mammarenavirus,5,0.10045383214486975,-0.08882875950922843,0.0,-0.06484780484884121
Chapare mammarenavirus,6,0.03513987823421405,0.000643525051789284,0.0,0.010718921289823082
Chapare mammarenavirus,7,-0.03398220852632416,-0.09214496514265667,0.0,-0.07203307410057753
Chapare mammarenavirus,8,-0.010834069336829484,0.04111662358336778,0.0,0.02963039393967864
Chapare mammarenavirus,9,0.03565238088811147,-0.0748054679145948,0.0,-0.045722967327560045
Chapare mammarenavirus,10,-0.004440756736627536,-0.23841621582500355,0.0,0.1783800282216009
Chapare mammarenavirus,11,-0.0027383396229672635,-0.18701978370747818,0.0,0.1866175775004126
Chapare mammarenavirus,12,-0.01031918246271899,-0.14932444807785752,0.0,0.17958376825880834
Chenuda virus,1,0.07591353852813058,-0.4066412946755755,0.0942082082226679,-0.41006996844742466
Chenuda virus,2,0.0468084059629414,-0.17257757527769765,0.008953091472540071,-0.16925919479769724
Chenuda virus,3,-0.0027965680016246992,0.4349759687132306,0.008966281794448245,0.43519328748771013
Chenuda virus,4,-0.02250107176143132,0.507097814330348,-0.04762359956751442,0.5080731133276524
Chenuda virus,5,-0.026685885162522634,-0.3407780662343461,0.053779244716660124,-0.35258709170042063
Chenuda virus,6,-0.061649160744198156,0.05880203298499746,-0.09291553597344922,0.0511823062347238
Chenuda virus,7,0.10260316700344506,-0.03691365515750474,0.036145715488779595,-0.07212994082469205
Chenuda virus,8,-0.02846102785113219,-0.2396681685314958,0.0516001745675402,-0.22226881111348723
Chenuda virus,9,-0.07048753565583919,0.14688967658095434,-0.12445397493563692,0.11460536045329994
Chenuda virus,10,0.128526900006681,0.3355957842082955,-0.12518953334452598,-0.3397105426732656
Chenuda virus,11,0.12926563946740366,-0.03077576089128191,0.12361516893676582,-0.05864592428089305
Chenuda virus,12,-0.10442000242668956,-0.178295630966527,0.08653917458106197,0.16156068722490405
Chikungunya virus,1,0.26573490003297995,-1.102879985935727,0.1355505555148656,-1.1034376061516191
Chikungunya virus,2,-0.3298579190742175,0.9896127861488232,-0.2218938833863808,0.9983918746511274
Chikungunya virus,3,-0.044977505831812106,-0.2693927611336771,0.552729579468496,-0.2739942734906589
Chikungunya virus,4,0.47100931085454584,0.13205349958740423,0.1834581868177227,0.1298524073136506
Chikungunya virus,5,-0.1251696163365914,0.1782048450793226,-0.0677022917894026,0.1406132891236606
Chikungunya virus,6,0.0308538438124232,-0.17484750806628768,0.03783648594652682,-0.19264158238841722
Chikungunya virus,7,-0.04844982237338087,0.20898779987959315,-0.17424088088074968,0.175260124527085
Chikungunya virus,8,0.16776422044475642,0.5234456829251707,0.09968094970238886,0.5456755014193221
Chikungunya virus,9,-0.08627321796571569,0.2727111660908701,-0.04946379734493674,0.20396513657111476
Chikungunya virus,10,0.0461289807247302,0.6341967835036394,-0.20556451619281757,-0.5894269941580219
Chikungunya virus,11,0.2003504348213051,0.27896726329311694,-0.3815538332713964,-0.4575827386163396
Chikungunya virus,12,0.3694323160078452,-0.1809848953450628,0.009118929913811413,0.07886119677482956
Chiropteran dependoparvovirus 1,1,0.018963846874583343,-0.4022243073135317,0.018411255783734884,-0.3971800076859156
Chiropteran dependoparvovirus 1,2,-0.00954282665549116,0.17602664853598063,-0.018815778719882426,0.17456777951699645
Chiropteran dependoparvovirus 1,3,0.009846768645937528,0.01666764937202703,0.007545609552800953,0.016736164780880317
Chiropteran dependoparvovirus 1,4,-0.009440223979440162,0.43893201916543867,-0.012953178225431976,0.43906423834616504
Chiropteran dependoparvovirus 1,5,0.016261379869256312,0.0038919891940456613,0.0365756692830574,0.01063443707800532
Chiropteran dependoparvovirus 1,6,-0.0302898567969413,-0.31555510930877373,-0.0774223410160542,-0.320099298430408
Chiropteran dependoparvovirus 1,7,0.06742514463488081,0.1111536792786698,-0.029096871485259596,0.09981309210942466
Chiropteran dependoparvovirus 1,8,0.030069849062513556,0.4144444855740631,0.0696213044953305,0.416429915316755
Chiropteran dependoparvovirus 1,9,-0.06888930234930675,0.33754224168735075,-0.05323347794135752,0.33336148407005456
Chiropteran dependoparvovirus 1,10,0.053033961063811835,0.030831411810207526,-0.15209268861700267,-0.08462212265038453
Chiropteran dependoparvovirus 1,11,0.15061667051773098,-0.09075693508783335,-0.16676782948341506,0.03853279804979878
Chiropteran dependoparvovirus 1,12,0.15052881501517512,-0.1469663143690866,-0.22212736681205822,0.14750054783235864
Chiropteran tetraparvovirus 1,1,0.005711968663047036,-0.10837390055856368,0.0062617568737491905,-0.10088056394799946
Chiropteran tetraparvovirus 1,2,-0.000704284174477665,0.07566769430836336,-0.003826178894563613,0.07045235154451694
Chiropteran tetraparvovirus 1,3,0.001227649984713962,0.04016581354673076,0.006968960066370618,0.041760810016634516
Chiropteran tetraparvovirus 1,4,0.0018992790646530598,0.04570530857888406,-0.0057360723270329286,0.04651326320026878
Chiropteran tetraparvovirus 1,5,-0.00819636717813414,-0.052301167534530936,0.00874489936299169,-0.03459198084099967
Chiropteran tetraparvovirus 1,6,-0.011650340183625988,-0.07892923215135578,0.006385025396655704,-0.0718991431951943
Chiropteran tetraparvovirus 1,7,-0.0042707168259080806,-0.06264779157734991,-0.0029509986427686233,-0.054075716883516374
Chiropteran tetraparvovirus 1,8,0.0033070289624438035,0.09281278474635372,-0.008459825744174268,0.08736491082739528
Chiropteran tetraparvovirus 1,9,0.008246194508021554,0.06839363929621228,0.014033257405476913,0.08633586971237281
Chiropteran tetraparvovirus 1,10,-0.014455883487692561,-0.1793645981038867,-0.038024808164459405,0.15068257594944742
Chiropteran tetraparvovirus 1,11,0.037628530155272503,-0.05355490831815248,-0.02954151091874824,0.07715251188454793
Chiropteran tetraparvovirus 1,12,0.028881065390025107,-0.010965991981833859,-0.012983069017645057,0.027164678621573384
Chobar Gorge virus,1,0.25095790403599766,-0.4454401392646317,0.17403818952021807,-0.4405617085371897
Chobar Gorge virus,2,-0.056987301372536936,-0.3409097389496245,0.06533341328497935,-0.34600037281806933
Chobar Gorge virus,3,-0.1248187714223051,0.29132525109624585,0.04948594049221267,0.2947274437071289
Chobar Gorge virus,4,-0.12682222587049685,-0.2657574734801678,-0.15016617839927915,-0.2636805189413724
Chobar Gorge virus,5,0.0011973951610514321,-0.26923355707522434,0.09920943098398967,-0.237711984979484
Chobar Gorge virus,6,-0.09169135726588043,-0.48288159011819853,-0.1762474346219968,-0.46540049258547733
Chobar Gorge virus,7,0.16916877742443173,-0.2743754234826875,0.050763920632861705,-0.3036849352583542
Chobar Gorge virus,8,-0.042651910168302665,0.22454687831742376,0.0002549765180590809,0.23085787585636133
Chobar Gorge virus,9,-0.0017695420903936709,-0.20994053314678734,0.21157452765948356,-0.2169487408201018
Chobar Gorge virus,10,-0.21235492222497215,-0.005834471686611797,0.10349265520105862,0.03549232442584221
Chobar Gorge virus,11,-0.10509837290200322,-0.16814728119349212,0.017956040208571552,0.2732671534980968
Chobar Gorge virus,12,-0.027565209260780595,0.5194714127518969,-0.02950522758407012,-0.477016419749313
Coastal Plains tibrovirus,1,0.07905700134713335,-0.2570474748259922,0.10066515962318635,-0.25892505649303627
Coastal Plains tibrovirus,2,0.06899008008888882,-0.18415444666048544,0.06652735226264833,-0.1839816865490369
Coastal Plains tibrovirus,3,-0.05744637882726688,0.12102234469056351,0.02075650542012371,0.12212416445610424
Coastal Plains tibrovirus,4,-0.01819135420069022,0.09377390154277147,-0.03904343741868584,0.09471238839544183
Coastal Plains tibrovirus,5,-0.014367033385455799,-0.19073014160981608,0.04257341120674125,-0.18272504038099077
Coastal Plains tibrovirus,6,-0.04565139806264305,-0.0075900563122952265,-0.113112527745097,0.0015454955503890692
Coastal Plains tibrovirus,7,0.11798827720336522,-0.18582249923953992,0.02148846713542349,-0.19361566811806197
Coastal Plains tibrovirus,8,-0.01369522092157894,0.2141846486975549,0.053563573042547344,0.2209987035844511
Coastal Plains tibrovirus,9,-0.07221142667374326,-0.27332535858652834,0.015539210556899672,-0.28993640058162573
Coastal Plains tibrovirus,10,-0.01199242251157403,0.07227262608316706,0.06979615035268093,-0.0019624672177902987
Coastal Plains tibrovirus,11,-0.06782525688837678,0.022418853881168335,-0.012172854185924172,0.013847237305388109
Coastal Plains tibrovirus,12,0.0265032946820141,-0.0214085605396115,0.07842831501482335,0.03683061429592997
Cocal vesiculovirus,1,0.048412144814808974,-0.48321808207302697,0.05459583603881762,-0.4787606207458942
Cocal vesiculovirus,2,0.004856419447913809,-0.38711772311977477,-0.02644341715343501,-0.3922513454320742
Cocal vesiculovirus,3,0.01876273061499506,-0.01340848465286601,0.009538631461033032,-0.009373892004435648
Cocal vesiculovirus,4,-0.037699568868076176,-0.45400184145743233,-0.07035593971265301,-0.45123262949715703
Cocal vesiculovirus,5,-0.060515892754795304,-0.6352696567902515,-0.026227881919849757,-0.629718193659782
Cocal vesiculovirus,6,0.012345388694942613,-0.45312326891854243,-0.04627739850226254,-0.4651720807616137
Cocal vesiculovirus,7,0.04953963106214023,0.051048794055889475,0.008324664828314588,-0.010967639338718213
Cocal vesiculovirus,8,-0.005571606994731484,-0.19228141627360437,0.06024917086381401,-0.18414077676602444
Cocal vesiculovirus,9,-0.07149395696782328,-0.020340547908038926,0.1472688188313032,-0.023474304925883815
Cocal vesiculovirus,10,-0.14527180801894587,-0.03485033709816103,-0.045259480583587385,0.07399072465807607
Cocal vesiculovirus,11,0.0459518315050959,0.09042434313959946,0.09653527399814645,-0.0669050108334274
Cocal vesiculovirus,12,-0.10753031748138078,-0.07124936829363875,-0.12609257848948993,0.07134775553483055
Colorado tick fever coltivirus,1,0.3131137550552409,-0.8538033101501341,0.249907917784817,-0.8526228786365367
Colorado tick fever coltivirus,2,-0.0447016134650143,-0.36469140356260804,-0.059470863918559186,-0.36407080603877906
Colorado tick fever coltivirus,3,0.019300030476308818,-0.22446817286170012,-0.011659225678404734,-0.2234871259835849
Colorado tick fever coltivirus,4,-0.20355444837286713,-0.766774200957581,-0.27615088800938226,-0.7663367729855369
Colorado tick fever coltivirus,5,-0.2156049282956563,-0.17888899883977719,-0.11460944542922154,-0.19181890394437837
Colorado tick fever coltivirus,6,0.059871520505006506,0.06879225158421048,0.21748703696191082,0.05485632907882001
Colorado tick fever coltivirus,7,-0.1834361193853738,0.16440511023518015,0.21241594843760153,0.1566857506348006
Colorado tick fever coltivirus,8,-0.2166239333818858,-0.01907857089874361,-0.29925001433359094,-0.018086390238901455
Colorado tick fever coltivirus,9,0.347529646708259,0.7571198989896774,0.37138916938565353,0.7884339748448821
Colorado tick fever coltivirus,10,-0.38579131525717086,-0.4628755274708269,0.013620752010133389,0.4652462715690454
Colorado tick fever coltivirus,11,-0.02343638884963544,0.31564827528451206,0.20149156990037417,-0.18303006479432132
Colorado tick fever coltivirus,12,-0.2664480039723001,0.40566161278998336,-0.08474107777369215,-0.4279419496859887
Corriparta virus,1,0.20985683703790708,-0.4461068895038849,0.12102362869193695,-0.44116003119487296
Corriparta virus,2,-0.09584043180658132,-0.32514954279889,0.027404273052464456,-0.3308326657250899
Corriparta virus,3,-0.09321410970714879,0.21260616111505018,0.041493244338508456,0.21657166872945496
Corriparta virus,4,-0.11048058542077488,-0.36982056312015427,-0.12132933474737315,-0.3672433741403202
Corriparta virus,5,0.01371083302581727,-0.44243623523587955,0.06376100354779544,-0.41690257047768736
Corriparta virus,6,-0.05229645336618602,-0.5361808225903062,-0.12062622786599494,-0.5261932566739199
Corriparta virus,7,0.10543806832626691,-0.2175999368161214,0.045771371881644006,-0.26582668271409865
Corriparta virus,8,-0.04457960183495971,-0.02001560626995475,0.050515015237094174,-0.011684844765715328
Corriparta virus,9,-0.044651252869012496,-0.19755976565664068,0.16474498160399692,-0.2035281756387853
Corriparta virus,10,-0.16486223551169976,-0.003162323910587424,0.02967538374891526,0.032982505825753385
Corriparta virus,11,-0.0302309381109486,-0.12617190419593205,0.0976740957032945,0.19453008797483395
Corriparta virus,12,-0.10852505014713698,0.23012994997287298,-0.06938376447520113,-0.19345128268526957
Cosavirus A,1,0.15450274929072044,-0.39365982374858616,0.05412127209272667,-0.3886148545569593
Cosavirus A,2,-0.12762271657271465,-0.054349672131222805,-0.0031914439570837954,-0.05698808546424418
Cosavirus A,3,-0.058619458467637164,0.38338024793613046,0.016190049043215853,0.3850205731171076
Cosavirus A,4,-0.07874884272007113,0.5602074866373172,-0.05378676178910644,0.5617374700513522
Cosavirus A,5,0.06525167627733364,-0.33191933382987976,0.05576624909036951,-0.3275976458246936
Cosavirus A,6,-0.031626554572776425,0.15550540830478482,-0.057307544175814795,0.15406072484597827
Cosavirus A,7,0.03633022825306519,-0.0683712849076779,0.053781533378125634,-0.07915882948289871
Cosavirus A,8,-0.05804351165877894,-0.38701048014955525,0.00860612724079877,-0.3820834734395779
Cosavirus A,9,0.016431336603296473,0.24882194077822373,-0.20072035715754374,0.25348561372596606
Cosavirus A,10,0.19850537114766814,0.019595324474696366,-0.10121627122736387,-0.0835024789346517
Cosavirus A,11,0.10152653392774359,-0.1142674164087134,0.1015995203650021,0.066712435951164
Cosavirus A,12,-0.10044742860581904,-0.08724264348638322,0.03267265790753389,0.09002462304514161
Cowbone Ridge virus,1,0.015879163081029286,-0.26481306736823873,0.017075177687995637,-0.25848864792145865
Cowbone Ridge virus,2,-0.004370328191101031,-0.1722649606207982,-0.020862118408614936,-0.1783736150205258
Cowbone Ridge virus,3,0.015463011792351648,-0.24438166878114093,0.0056595924420954945,-0.2413203018288342
Cowbone Ridge virus,4,-0.023281634499809706,-0.05247885770910097,-0.04948899709194006,-0.05058873265369833
Cowbone Ridge virus,5,-0.060912234781119894,-0.40458122812317676,-0.03982483577520347,-0.3971726634144236
Cowbone Ridge virus,6,0.02363410893862443,0.04425914279996168,0.042510279859853804,0.03759899332801944
Cowbone Ridge virus,7,-0.03488937093928409,0.057244252566698864,0.030583556844259282,0.053556717409096635
Cowbone Ridge virus,8,-0.03186886243282371,-0.03201339512995457,0.006995220442398047,-0.03804536602683328
Cowbone Ridge virus,9,-0.006883492724899075,0.015094462668569352,0.010147031205405485,0.040939612230219816
Cowbone Ridge virus,10,-0.009956951081592008,-0.33334314838980006,-0.01633674994457905,0.3647648187154103
Cowbone Ridge virus,11,0.016417242147675697,0.17703896891320717,-0.011902766291761154,-0.09966085217051183
Cowbone Ridge virus,12,0.014630575630167978,-0.002231735470407674,0.025776609976571514,0.0016327394611454727
Cowpox virus,1,0.5952269280527105,-1.141729069460656,0.5829623055980045,-1.1430619224879928
Cowpox virus,2,-0.00942839293439489,0.2478962693220439,-0.3425037568978835,0.2568005573355306
Cowpox virus,3,0.2556174283671566,-0.05526596241838337,0.2420208154375245,-0.06004716660045871
Cowpox virus,4,0.2788896856205516,-0.5939221872272366,0.07829534471559108,-0.597558271993939
Cowpox virus,5,-0.05041083880407978,0.8678336223348934,0.5462640829705853,0.8664898747480624
Cowpox virus,6,-0.5950585448974097,-0.07447730907136978,0.3952035066753,-0.04465260088800237
Cowpox virus,7,-0.4069234482055131,-0.34374270645969374,-0.8064622978809672,-0.32885401428273947
Cowpox virus,8,0.7849416831876401,-0.7261049414524495,0.3431950417767267,-0.7272886238348863
Cowpox virus,9,-0.417719975234698,-0.7866461696643094,0.22752387446857741,-0.8077091441309916
Cowpox virus,10,-0.20876515881138663,0.40314018235948224,0.6226504822395658,-0.36226972796229234
Cowpox virus,11,-0.6127878301195631,0.05990794321176891,0.33910381320870675,-0.18536451919652408
Cowpox virus,12,-0.35751844042915026,-0.2158760398938561,-0.5900250122347961,0.16774927682274432
Cricetid gammaherpesvirus 2,1,0.004025422199430098,-0.04095741150199301,0.0035591638871682375,-0.033185142228134734
Cricetid gammaherpesvirus 2,2,-0.00402471778451975,0.006665076831436724,-0.006076545033622748,0.0016521534934671885
Cricetid gammaherpesvirus 2,3,0.0021809973201474325,-0.0409353158598368,0.007661503157557769,-0.03957178064847676
Cricetid gammaherpesvirus 2,4,0.0013627000064126437,0.03218899582321579,-0.007075127588922286,0.03276655597968742
Cricetid gammaherpesvirus 2,5,-0.011899219693414273,-0.020460568455397718,-0.002619126088291163,-0.006428285781374364
Cricetid gammaherpesvirus 2,6,-0.0008401975494112484,0.005369773918015845,0.01044776143693573,0.0121833903189577
Cricetid gammaherpesvirus 2,7,-0.009752923152977882,-0.07093041025856686,-0.018112062602218662,-0.06056535036605137
Cricetid gammaherpesvirus 2,8,0.01798652999384808,-0.011401640315678009,-0.0027168931115537217,-0.015145034636958014
Cricetid gammaherpesvirus 2,9,0.0012539884157584925,0.003995674049427258,-0.0016586166763790577,0.012427986955528192
Cricetid gammaherpesvirus 2,10,0.0018686313271848562,-0.044776102006238314,-0.006997276114213949,0.01978589132620727
Cricetid gammaherpesvirus 2,11,0.007291112732242852,-0.018958863989148037,0.002249472090875387,0.0069152105448809075
Cricetid gammaherpesvirus 2,12,0.000951133829834835,0.0011512889452619586,0.01208724228654487,-0.004307276221635222
Crimean-Congo hemorrhagic fever orthonairovirus,1,0.6214756589712027,-1.107283200029549,0.690908349189589,-1.1089869084576642
Crimean-Congo hemorrhagic fever orthonairovirus,2,0.4633001889902387,-0.416912687402815,0.48448596145614703,-0.40901697162493966
Crimean-Congo hemorrhagic fever orthonairovirus,3,-0.3510152362413035,0.2506939786693545,-0.04859937320897043,0.2477492879663493
Crimean-Congo hemorrhagic fever orthonairovirus,4,0.04036580235672934,0.035225304885389136,0.1942171358275094,0.0330941219403269
Crimean-Congo hemorrhagic fever orthonairovirus,5,0.27826103565706284,0.5198649496702276,-0.006347890382606237,0.5187470367980693
Crimean-Congo hemorrhagic fever orthonairovirus,6,0.09361183201263337,-0.4800387784540738,-0.053340989053423056,-0.47374971302263624
Crimean-Congo hemorrhagic fever orthonairovirus,7,-0.0592485209928967,-0.007999575390566529,-0.3342738315563664,-0.02503701684389712
Crimean-Congo hemorrhagic fever orthonairovirus,8,0.2983246214609648,0.5545805147876616,0.6772207575722545,0.5700547006987323
Crimean-Congo hemorrhagic fever orthonairovirus,9,-0.682791725191121,-0.0840435956680073,0.7817015442171531,-0.15623709024117186
Crimean-Congo hemorrhagic fever orthonairovirus,10,-0.7678740698561515,0.8212463308017581,-0.3506565676437601,-0.834387816752748
Crimean-Congo hemorrhagic fever orthonairovirus,11,0.3570312060404019,0.026468563566657347,0.18472061213377838,-0.33817570777445066
Crimean-Congo hemorrhagic fever orthonairovirus,12,-0.11116053669162825,-0.7157273296142597,0.7293577103624606,0.6280791228647985
Cupixi mammarenavirus,1,0.002493226499510442,-0.057605537780681615,0.0010826119961476104,-0.049802437933023816
Cupixi mammarenavirus,2,-0.005213163141401921,0.012654398805449944,-0.003804791266327408,0.006956030897680201
Cupixi mammarenavirus,3,0.000849108540370475,-0.1158522076110554,0.0003439446293796078,-0.11408545345683416
Cupixi mammarenavirus,4,-0.005786001606471177,0.06166288872678962,-0.005514931372382171,0.0625211852461005
Cupixi mammarenavirus,5,-0.0013044198441920043,-0.08985827916411687,-0.015062355993905801,-0.07511965647472281
Cupixi mammarenavirus,6,0.016097947427364295,0.01866906998159801,-0.0026030587754592893,0.0236584380235269
Cupixi mammarenavirus,7,-0.0019330412863698013,-0.04519682196059336,-0.0032700552283489092,-0.0331689978069533
Cupixi mammarenavirus,8,0.0015677948628819184,0.0644507996887989,0.023268569235338248,0.058432683292726176
Cupixi mammarenavirus,9,-0.01969851923367568,-0.08298338954715632,-0.010390763097711435,-0.07138452684416727
Cupixi mammarenavirus,10,0.010293021957420741,-0.09345846245992999,0.012040256064527294,0.07995121959767651
Cupixi mammarenavirus,11,-0.012388034729335317,-0.014660962240969248,-0.02944354075677935,0.012881707058120213
Cupixi mammarenavirus,12,0.028919806125570775,-0.05457446149727577,-0.0005471303030647717,0.05672547620147077
Dakar bat virus,1,0.11447851894757943,-0.22074379469452976,0.005288861489708044,-0.21382011668644016
Dakar bat virus,2,-0.14827042145151975,0.10553567144097162,-0.006480697983574047,0.09998769545854143
Dakar bat virus,3,-0.055264555989685576,0.04087997073761294,0.009452434325949098,0.04284650116487224
Dakar bat virus,4,-0.051253915724492505,0.0293543676024497,-0.0057775953859148495,0.03041159153381709
Dakar bat virus,5,0.08754994734073447,-0.07590189072802658,0.003668143371673112,-0.051748971686731905
Dakar bat virus,6,0.027074243739238096,-0.12562187856628892,0.01865792504273875,-0.11307220356685624
Dakar bat virus,7,-0.04943986323510805,-0.1380380773657976,-0.007034778762556902,-0.128561276031237
Dakar bat virus,8,-0.0035557812820506927,0.1884285040587546,-0.02596111976994492,0.18304040234580365
Dakar bat virus,9,0.062386537852324994,0.2022205968072661,0.017726709292803518,0.23047442138318688
Dakar bat virus,10,-0.02301924003151628,-0.31737427869651397,-0.04633323460973142,0.26430770581773855
Dakar bat virus,11,0.04310597788888689,-0.16537400822222714,-0.03657599619603663,0.21530114888465593
Dakar bat virus,12,0.028986480680020386,-0.05834353886863077,0.01725810343049045,0.10342776665074835
Deer atadenovirus A,1,0.05552954556673328,-0.5519714463445472,0.07808667728299534,-0.5485090908738567
Deer atadenovirus A,2,0.07477956387308916,-0.5120659237775911,0.05298960937896195,-0.5139899719089347
Deer atadenovirus A,3,-0.029152433972463733,0.1888816160140924,9.5431469865834e-5,0.1907514712039918
Deer atadenovirus A,4,0.00015969631456523985,-0.41615763022900276,-0.022136579351437046,-0.4151911680840366
Deer atadenovirus A,5,-0.0775088181826611,-0.15294586503403548,-0.08383034083891247,-0.14949090303870824
Deer atadenovirus A,6,0.06061583012296796,0.6046283446186176,0.11624705118205086,0.6115345317009289
Deer atadenovirus A,7,-0.09443791946991284,-0.13408009273613464,0.06320939764426513,-0.09501841875725876
Deer atadenovirus A,8,-0.06296602396437073,0.044528480642181234,-0.14008969673585492,0.043504206204578115
Deer atadenovirus A,9,0.14874887466726128,0.45510542840256113,-0.02853191891070873,0.47877949937878655
Deer atadenovirus A,10,0.02473661871573646,-0.32067050575485545,0.02124711193696354,0.3148598310182861
Deer atadenovirus A,11,-0.023204856480482233,0.23679276719802514,0.005144440782912946,-0.19604136299292266
Deer atadenovirus A,12,-0.021641213967691537,-0.03297710882143448,-0.11657163207647406,0.009611027175488064
Deltaarterivirus hemfev,1,0.04568111485011138,-0.43074989282527804,0.036698672305219913,-0.4333525601078846
Deltaarterivirus hemfev,2,-0.07545833286131523,0.9682009202463356,-0.08258436961775846,0.9724136707662544
Deltaarterivirus hemfev,3,-0.004969699136630635,0.042285548876880324,0.25831419536870975,0.04069943101357286
Deltaarterivirus hemfev,4,0.28948164775156765,-0.30361721082684506,0.14240631917782834,-0.3036600925079518
Deltaarterivirus hemfev,5,-0.08260562553578141,-0.2459698959095582,-0.042916305338729165,-0.2729701483513341
Deltaarterivirus hemfev,6,0.013704871079279961,0.19116914511551447,-0.018465052629938236,0.18170138757957444
Deltaarterivirus hemfev,7,0.04347226414025009,0.0014815196806091736,0.02029115754958143,-0.020368100347126782
Deltaarterivirus hemfev,8,-0.011784307172825753,-0.00818476032550818,0.0013801745626194001,0.0036347908366762107
Deltaarterivirus hemfev,9,-0.023975309392697788,-0.2440912033450586,-0.001743324619932217,-0.2727712031739237
Deltaarterivirus hemfev,10,0.004206761819638641,0.18898425626479184,-0.003850604670803892,-0.09347627742117047
Deltaarterivirus hemfev,11,0.004933810428533087,0.11411084607339923,-0.049620762406508916,-0.08596426989269565
Deltaarterivirus hemfev,12,0.05260325673815261,0.03864524162054001,-0.02240758323105285,-0.04219338066325374
Deltapapillomavirus 1,1,0.009150666192671941,-0.07300379272094577,0.013130628816879552,-0.07354550700672188
Deltapapillomavirus 1,2,0.012987137356980405,-0.05737868903081733,0.009910631753358915,-0.05721831191803893
Deltapapillomavirus 1,3,-0.0062037599564315395,0.027532982417908494,0.0013130355258917576,0.02771883847977421
Deltapapillomavirus 1,4,-0.001849123492530459,-0.015792132459605722,-0.008450166979037419,-0.015660651241435154
Deltapapillomavirus 1,5,-0.019033909414981738,-0.021691297571851426,-0.016426363608637112,-0.020397520372191825
Deltapapillomavirus 1,6,0.010813862218823977,0.11889344277613643,0.024727590333243905,0.12250907353430232
Deltapapillomavirus 1,7,-0.020385216141153722,-0.06229005127136756,0.006034919659830777,-0.054538709669011254
Deltapapillomavirus 1,8,-0.006009116600851042,0.025072545430180886,-0.027510320477424806,0.025432624573618695
Deltapapillomavirus 1,9,0.029163434685583182,0.060066507340974365,-0.014856789546233075,0.06503293023986875
Deltapapillomavirus 1,10,0.01405522738957402,-0.08561548368496887,0.005107526805579472,0.09299821497551487
Deltapapillomavirus 1,11,-0.005582694472263168,0.01656807538114834,-0.003500439358154922,0.021013240079118343
Deltapapillomavirus 1,12,-0.0006151272918208093,0.07752657829324998,-0.02310370970117946,-0.06906045194251001
Deltapapillomavirus 2,1,0.030242806567256652,-0.3872283701236233,0.042859502670341054,-0.3823111565451629
Deltapapillomavirus 2,2,0.0420254063625862,-0.3919635055499107,0.030038088215050086,-0.39553371574847684
Deltapapillomavirus 2,3,-0.016457117510039043,0.16505841861943268,-0.00046062603545781323,0.1673552907332747
Deltapapillomavirus 2,4,-0.003201444950265466,-0.2449739698524142,-0.01865753582395415,-0.24363107010503623
Deltapapillomavirus 2,5,-0.05633764439547384,-0.2476057573868449,-0.06753851520229215,-0.2439496099057384
Deltapapillomavirus 2,6,0.051265534213829886,0.44757592135583374,0.0891060348738686,0.44581472500966407
Deltapapillomavirus 2,7,-0.07559288994297673,0.002415006631170265,0.06113411291300461,0.031588871494840534
Deltapapillomavirus 2,8,-0.06287136193532183,0.08648673862416464,-0.06743447304167048,0.08116433966683662
Deltapapillomavirus 2,9,0.07508056980191889,0.24170637996438685,-0.01917726049660216,0.26545353118758935
Deltapapillomavirus 2,10,0.017076106281684426,-0.31355354527965973,0.008425051656820524,0.33136098698739974
Deltapapillomavirus 2,11,-0.009507622812022472,0.27825682944336066,0.0003707122982557754,-0.2350718962170643
Deltapapillomavirus 2,12,-0.009671680040029313,-0.051779455555215605,-0.07081704468910066,0.02351581628659936
Deltapapillomavirus 3,1,0.04017970137652502,-0.15904185803683218,0.052136996973535916,-0.1521089278351077
Deltapapillomavirus 3,2,0.03920671947106067,-0.08278970961745132,0.03806896202998491,-0.08755628733650622
Deltapapillomavirus 3,3,-0.031214413848568497,0.1305956334048035,0.007396068255959636,0.13225077100466698
Deltapapillomavirus 3,4,-0.014999633478194876,-0.009358148306568522,-0.026755397718789604,-0.00859726438884645
Deltapapillomavirus 3,5,-0.012049074304953626,-0.00854419946339298,0.033360671403567556,0.011718049673462275
Deltapapillomavirus 3,6,-0.037217512324446415,0.12229787305227129,-0.05374976579172097,0.13566530535137108
Deltapapillomavirus 3,7,0.062055242946748024,-0.14671041241911917,0.0063055098246364225,-0.11923160214813315
Deltapapillomavirus 3,8,0.0005843195373765378,0.2524080379661276,-0.05283449926505691,0.24657531530999596
