virus,rank,clover,trefle,clover_nohuman,trefle_nohuman
Aichivirus B,12,0.10843931068059205,0.9102977702997944,0.11298085641620328,-0.890467083268276
Aichivirus C,1,0.04547797477423841,-0.33782322751440763,0.054121272092726665,-0.3406516642146637
Aichivirus C,2,0.017255610816037888,-0.09852834631784427,-0.003191443957083795,-0.095699411244835
Aichivirus C,3,-0.0009039476124771888,0.346352571708056,0.016190049043215506,0.34649897672649005
Aichivirus C,4,-0.023304345560381107,0.5624032223827741,-0.053786761789106644,0.5633212710623806
Aichivirus C,5,-0.03520215586753645,-0.3449614320082345,0.055766249090371436,-0.35905193121245954
Aichivirus C,6,-0.06676643280699049,0.2596414111970851,-0.05730754417581426,0.25307336222850846
Aichivirus C,7,0.0703124367793898,-0.06475248223984846,0.053781533378125294,-0.08908704403587374
Aichivirus C,8,-0.04720944232194882,-0.4463478818219432,0.008606127240798673,-0.43104040106098496
Aichivirus C,9,-0.01922104428481467,0.3288135326065385,-0.20072035715754338,0.313363169965599
Aichivirus C,10,0.20294612788429583,0.1629167844652337,-0.10121627122736435,-0.1816967004869949
Aichivirus C,11,0.10426487355071122,0.028254773456055662,0.10159952036500283,-0.08764274240104651
Aichivirus C,12,-0.09012824614310025,-0.12891134044046643,0.03267265790753377,0.11011970984595852
Akabane orthobunyavirus,1,0.48854635882955455,-0.7814351642571238,0.6843817259842765,-0.7884453334261033
Akabane orthobunyavirus,2,0.717999486427751,-0.5451332038575796,0.7190295684160741,-0.5367557834263923
Akabane orthobunyavirus,3,-0.49020568218499116,0.5898247139844971,-0.03598412197295788,0.5880989642442407
Akabane orthobunyavirus,4,0.135210236263741,-0.25920331543713115,0.2653364343647592,-0.2601515706293748
Akabane orthobunyavirus,5,0.19802542229376824,0.21129189958201977,-0.14204401975474096,0.2052221834507679
Akabane orthobunyavirus,6,0.20264372686119436,0.08856030165855987,-0.0808166093673916,0.10124792522477302
Akabane orthobunyavirus,7,0.020770253735190997,-0.2246337583931056,-0.10504359598292265,-0.2280728950159098
Akabane orthobunyavirus,8,0.08726720671429976,0.1320871521929661,0.46667920969695925,0.14896961107209403
Akabane orthobunyavirus,9,-0.48378046936054575,-0.4628540870837351,0.12697643803618885,-0.5318847191905062
Akabane orthobunyavirus,10,-0.11344074310564942,0.7736264580782313,-0.3337290586815653,-0.7348677200550056
Akabane orthobunyavirus,11,0.344105234938199,-0.015236650865948047,0.460643087424782,-0.23200131783279848
Akabane orthobunyavirus,12,-0.4147066577555421,-0.7066342957559397,0.27965729147980367,0.6532392723230566
Alagoas vesiculovirus,1,0.21616267228619326,-0.5511326521766357,0.12661062667270212,-0.5469305724303136
Alagoas vesiculovirus,2,-0.10188192217461671,-0.35630163160109807,0.0167459528582173,-0.36207322058903796
Alagoas vesiculovirus,3,-0.08705777129367172,-0.020839711486377848,0.045054161182327565,-0.01634723977224572
Alagoas vesiculovirus,4,-0.1210108270780331,-0.3680979039587852,-0.14127907481270474,-0.3649957535939533
Alagoas vesiculovirus,5,-0.008707018490698626,-0.6770250324594648,0.033465095843463355,-0.664306730933314
Alagoas vesiculovirus,6,-0.026558847155194056,-0.4178829665510132,-0.11757710494936166,-0.42313703337100084
Alagoas vesiculovirus,7,0.10113790801313562,-0.044365718770982616,0.05860718666779496,-0.09883548455252852
Alagoas vesiculovirus,8,-0.058965442884201774,-0.04255170861636545,0.08659685970593549,-0.03640863305908615
Alagoas vesiculovirus,9,-0.07975190586002415,-0.336504466973694,0.16230569524174096,-0.341831454283867
Alagoas vesiculovirus,10,-0.16182353193168278,-0.049604107936839434,0.047196564584758384,0.1327664152547581
Alagoas vesiculovirus,11,-0.047689491343906903,0.06900080213206114,0.07853298766358997,0.01647278179449656
Alagoas vesiculovirus,12,-0.08902139439071045,0.18888552365027575,-0.07072329297684038,-0.17508338495056772
Alcelaphine gammaherpesvirus 1,1,0.34477869365073976,-0.8581237972610313,0.4992309594848622,-0.8574764084265353
Alcelaphine gammaherpesvirus 1,2,0.5660238832211352,-0.49723908899021807,0.546516629755125,-0.493788031322489
Alcelaphine gammaherpesvirus 1,3,-0.3560653898420099,0.27710249679653887,-0.028721633030205092,0.27622851471013804
Alcelaphine gammaherpesvirus 1,4,0.10139747397720218,-0.5530318102852366,0.13649447888239488,-0.5540564943421362
Alcelaphine gammaherpesvirus 1,5,-0.0643836205310212,0.29731375346896743,-0.2843474114372815,0.2933025216769466
Alcelaphine gammaherpesvirus 1,6,0.26117066905576236,0.7822057138141688,0.30513466795024213,0.7934055553875774
Alcelaphine gammaherpesvirus 1,7,-0.26117026829002743,-0.10648727885920994,0.18166390884401795,-0.03420122367286743
Alcelaphine gammaherpesvirus 1,8,-0.18349132355266892,0.4228244113996337,-0.45766627272603416,0.42067953529222607
Alcelaphine gammaherpesvirus 1,9,0.5036497012804356,0.6310613492659055,-0.21315809868204902,0.6458119939694968
Alcelaphine gammaherpesvirus 1,10,0.19785606287884536,-0.2362788437519613,0.1826866771167905,0.22300165778949668
Alcelaphine gammaherpesvirus 1,11,-0.19252456682992813,0.40528758738475423,-0.2890358737034874,-0.48225105699873644
Alcelaphine gammaherpesvirus 1,12,0.23296080962461718,-0.5742337617523655,-0.3672800853452039,0.5035572419669587
Alcelaphine gammaherpesvirus 2,1,0.0610236922468881,-0.3438844000284473,0.09407288556734335,-0.34725083559946734
Alcelaphine gammaherpesvirus 2,2,0.12962571535815132,-0.45021466479191785,0.133400562863758,-0.44589041366365056
Alcelaphine gammaherpesvirus 2,3,-0.08235987823780305,0.48609748324167795,-0.02263934709605334,0.4851508987588577
Alcelaphine gammaherpesvirus 2,4,0.047770646528211454,-0.15331216978987858,0.0905798222888773,-0.1539894106033452
Alcelaphine gammaherpesvirus 2,5,0.04355053522787727,0.19774877280091513,-0.08585148451721439,0.19474258424537316
Alcelaphine gammaherpesvirus 2,6,0.09836619723141826,0.5881239149066252,0.07508416749462506,0.5992568232632073
Alcelaphine gammaherpesvirus 2,7,-0.08576053435857688,-0.14830763605075298,-0.021741241362512268,-0.10059029475350442
Alcelaphine gammaherpesvirus 2,8,0.014204579561357972,0.2907008715731749,-0.003863235140478007,0.2926854167434634
Alcelaphine gammaherpesvirus 2,9,0.01686397498732262,-0.14483658534233185,-0.048029618769160454,-0.16753686878660137
Alcelaphine gammaherpesvirus 2,10,0.046789396642166615,0.23272018407420178,-0.06407862900397646,-0.20070161030949624
Alcelaphine gammaherpesvirus 2,11,0.0640098688134416,0.19755250398821542,0.0504163274069534,-0.3531026267657588
Alcelaphine gammaherpesvirus 2,12,-0.0519622242159195,-0.777200930111138,-0.0026113627837323033,0.7253329037215133
Allpahuayo mammarenavirus,1,0.00016478880085484758,-0.008004938058125117,3.61952729824969e-6,-5.318039361105954e-6
Allpahuayo mammarenavirus,2,-0.00043977632628061604,0.005086569835094923,-1.6190442410430494e-5,1.1335336663741341e-5
Allpahuayo mammarenavirus,3,-0.00022530661276514398,-0.001371777904119607,5.184662596130332e-6,-4.699595521890272e-5
Allpahuayo mammarenavirus,4,-0.00034071165565842875,-0.000501576811207075,-4.86077353546428e-5,3.9088763773945784e-5
Allpahuayo mammarenavirus,5,0.000625835995244671,-0.01264567792482936,-9.500224127369872e-5,-5.082674539718493e-5
Allpahuayo mammarenavirus,6,0.0003363405999265492,-0.0034559053592276593,-2.660779447446087e-5,1.1886813266990165e-5
Allpahuayo mammarenavirus,7,-0.00030908797433608473,-0.011410878088633631,-5.218358767911914e-5,-3.103022331829868e-5
Allpahuayo mammarenavirus,8,-6.601035862795374e-5,0.0056036032617360985,0.0003196201322647637,5.838889581975098e-5
Allpahuayo mammarenavirus,9,0.00010386951242820999,-0.008962576335346575,-0.00012660351940327701,-7.881938979163719e-5
Allpahuayo mammarenavirus,10,7.04368060521233e-5,-0.0317057234174702,0.00017748849411800872,0.00011443971661394106
Allpahuayo mammarenavirus,11,-0.00021996574022505036,-0.023821625060681906,-0.00046097064093070825,7.121590722722907e-5
Allpahuayo mammarenavirus,12,0.00030140688047242494,-0.007352504339868642,2.8962590300362842e-5,0.00010471234213823252
Alphaarterivirus equid,1,0.06898556519312476,-0.5764633904186889,0.0848870578565872,-0.5729593658129798
Alphaarterivirus equid,2,0.039356459970634576,-0.45405015613694033,0.007195366161545839,-0.4573229967172927
Alphaarterivirus equid,3,-0.004206529987107296,0.25780162951197405,0.010313114046675955,0.26105854806533085
Alphaarterivirus equid,4,-0.03239414820167542,-0.5285898653585698,-0.06373429102524408,-0.526417436056902
Alphaarterivirus equid,5,-0.04952807079450966,-0.42071042090023847,0.014149673527410526,-0.4070682118423688
Alphaarterivirus equid,6,-0.02697028853655596,-0.729448506485919,-0.052016494056232605,-0.7318066766624373
Alphaarterivirus equid,7,0.057220515117432105,-0.05092014313600863,0.012312619949525075,-0.12213180105573797
Alphaarterivirus equid,8,-0.0091209258843358,-0.0967673451941776,0.10405070485740642,-0.0835319741679352
Alphaarterivirus equid,9,-0.12595211354664598,-0.04177263465923846,0.2883900050478568,-0.06221682334182367
Alphaarterivirus equid,10,-0.28407579530113913,0.17886600844759812,-0.1046200728115068,-0.16266413550235487
Alphaarterivirus equid,11,0.10683838420463947,-0.02707318650377223,0.18358222613629469,-0.01688137619797118
Alphaarterivirus equid,12,-0.18951342955537145,-0.16938147478646853,-0.10853983605943221,0.1675612656422496
Alphacoronavirus 1,1,0.26153805552319226,-0.7788918114799996,0.3445613794253186,-0.7859423390915854
Alphacoronavirus 1,2,0.15977770232368013,-0.30686038061222354,-0.4618148150467392,-0.29584132785014655
Alphacoronavirus 1,3,0.6267792830517469,0.24854682117240542,-0.3416474561492698,0.24373273202995158
Alphacoronavirus 1,4,0.13190890389027488,0.2360104231421984,0.3517548467839511,0.2326700590907083
Alphacoronavirus 1,5,0.3551794234769956,0.715892830302091,0.4775124017155487,0.6957291176223909
Alphacoronavirus 1,6,-0.41162468605270974,0.037623699127281085,0.28182324546699605,0.022468988655190685
Alphacoronavirus 1,7,-0.28228242021697525,0.38986892159764974,0.317526918502474,0.4209798281080292
Alphacoronavirus 1,8,-0.3464256953516624,-0.7390575664423216,0.2825498098490948,-0.7684567994053203
Alphacoronavirus 1,9,-0.25474932414103096,-0.6387141998808814,-0.1602919105880224,-0.5965466549665963
Alphacoronavirus 1,10,0.16645382224546573,-0.3050757305951309,0.14715114019459388,0.3808126468749273
Alphacoronavirus 1,11,-0.14269267511567535,0.41419997642838907,0.092560049620838,-0.3880515054699123
Alphacoronavirus 1,12,-0.07798320672093476,-0.29444672123824667,-0.04122961174497093,0.25026870550957747
Alphapapillomavirus 1,1,0.10902477451648203,-0.052079851680776605,3.008114231965881e-32,-0.043873588823964686
Alphapapillomavirus 1,2,-0.1448783273887526,0.032630003844118266,2.103378860165356e-25,0.025555517701559977
Alphapapillomavirus 1,3,-0.057715510855159954,-0.0394837083799258,2.030227640540189e-22,-0.03712347152571436
Alphapapillomavirus 1,4,-0.05544449715968995,0.0320001552350856,0.0,0.03316314497888422
Alphapapillomavirus 1,5,0.10045383214486973,-0.08882875950922843,-9.585552582202838e-20,-0.0648478048488412
Alphapapillomavirus 1,6,0.035139878234214064,0.0006435250517898236,-2.899830279996529e-18,0.010718921289823026
Alphapapillomavirus 1,7,-0.03398220852632422,-0.09214496514265673,0.0,-0.07203307410057769
Alphapapillomavirus 1,8,-0.010834069336829533,0.04111662358337059,-2.192355292438766e-17,0.029630393939675665
Alphapapillomavirus 1,9,0.03565238088811159,-0.07480546791459464,-1.6863704183930587e-16,-0.04572296732756036
Alphapapillomavirus 1,10,-0.0044407567366283335,-0.23841621582500333,0.0,0.17838002822160004
Alphapapillomavirus 1,11,-0.002738339622967738,-0.18701978370747707,1.6220024391427312e-16,0.18661757750041355
Alphapapillomavirus 1,12,-0.010319182462718618,-0.14932444807785514,3.777183073683327e-17,0.1795837682588093
Alphapapillomavirus 10,1,0.1299384538275848,-0.2590814014019835,0.014158005516795037,-0.25226529033031747
Alphapapillomavirus 10,2,-0.1820920784004197,0.5416421647945346,-0.027693504474595267,0.5375780045340404
Alphapapillomavirus 10,3,-0.06843985950549156,0.22061807752425264,0.09547860305018184,0.22177724761432768
Alphapapillomavirus 10,4,0.034148753373484546,-0.2631663482107734,0.03856414183667691,-0.2622723386092027
Alphapapillomavirus 10,5,0.07743836418540194,-0.1267029240849085,-0.011270776988085018,-0.11510642299030191
Alphapapillomavirus 10,6,0.03911765935621086,0.11942160314669908,-0.0015752323248725455,0.12993743594576626
Alphapapillomavirus 10,7,-0.029399885297233242,-0.16577488176770036,0.0035085612240308914,-0.15457891914792968
Alphapapillomavirus 10,8,-0.01342570342087882,-0.03468093438756145,-0.027331026392483956,-0.037548393348552526
Alphapapillomavirus 10,9,0.06933568173214652,-0.010460501475955213,0.0026344147018543514,0.00691905864908413
Alphapapillomavirus 10,10,-0.009293901387237478,-0.1795405287471727,-0.032409341924031713,0.15070952073355043
Alphapapillomavirus 10,11,0.028056843647635926,-0.17455026907410234,0.007405202047799837,0.22150174254311913
Alphapapillomavirus 10,12,-0.025918595442324138,0.03215520291788977,0.007960471698471486,0.010463894057197786
Alphapapillomavirus 11,1,0.10902477451648203,-0.052079851680776605,0.0,-0.043873588823964686
Alphapapillomavirus 11,2,-0.1448783273887526,0.032630003844118266,0.0,0.02555551770155998
Alphapapillomavirus 11,3,-0.057715510855159954,-0.0394837083799258,0.0,-0.037123471525714366
Alphapapillomavirus 11,4,-0.05544449715968995,0.0320001552350856,4.8611461061263574e-23,0.03316314497888422
Alphapapillomavirus 11,5,0.10045383214486973,-0.08882875950922844,0.0,-0.0648478048488412
Alphapapillomavirus 11,6,0.03513987823421406,0.000643525051789308,0.0,0.010718921289822974
Alphapapillomavirus 11,7,-0.03398220852632416,-0.09214496514265672,-3.548480105836632e-19,-0.07203307410057753
Alphapapillomavirus 11,8,-0.010834069336829484,0.041116623583367616,-2.7404441155484575e-18,0.029630393939678243
Alphapapillomavirus 11,9,0.035652380888111436,-0.07480546791459493,4.215926045982647e-17,-0.045722967327560024
Alphapapillomavirus 11,10,-0.004440756736627406,-0.23841621582500325,-3.305236092556842e-16,0.1783800282215991
Alphapapillomavirus 11,11,-0.0027383396229674487,-0.187019783707478,0.0,0.1866175775004123
Alphapapillomavirus 11,12,-0.010319182462718698,-0.14932444807785708,-1.2086985835786647e-16,0.17958376825880612
Alphapapillomavirus 12,1,0.03537631417306904,-0.480810484377535,0.02950004568677238,-0.47579384270454644
Alphapapillomavirus 12,2,-0.050069498317924434,0.9409892570636258,-0.060121514657656326,0.9409224266086587
Alphapapillomavirus 12,3,0.004167420118156002,0.22004651320766033,0.1578301544641531,0.21928346364038148
Alphapapillomavirus 12,4,0.1749797122726012,-0.14166404743088332,0.08668425922309175,-0.1415789564887581
Alphapapillomavirus 12,5,-0.03763784304010099,-0.07674186491277327,0.008944840336623279,-0.08022061331630623
Alphapapillomavirus 12,6,-0.024140935539016674,-0.006219835649078465,0.004618726538418223,-0.0016387109343860367
Alphapapillomavirus 12,7,0.006014326048589777,-0.12231463940221718,0.004263073836419405,-0.13492915501899577
Alphapapillomavirus 12,8,-0.0021826231103265234,-0.1106040852335628,0.0294618412851157,-0.10466114929473838
Alphapapillomavirus 12,9,-0.036933780743507005,-0.08226797458143315,-0.01751134488593166,-0.08832490950128029
